disease1	disease2	number_patients	n_disease1	n_disease2	lfsr	OR	significant_directionality
A56	N91	104	1445	73645	1.44876767456274e-05	1.64089567370237	no
A59	B37	382	3160	124520	2.35928463310598e-17	1.70138818334219	no
A59	E66	337	3160	308555	4.22335755815887e-07	1.3636570518803	no
A59	F51	181	3160	142532	0.00013773363544028	1.34587972355558	yes
A59	H91	100	3160	127528	0.00103211028204857	1.39411578599062	no
A59	K02	267	3160	251964	3.54307817695925e-14	1.75526352918983	no
A59	K04	198	3160	97039	4.88785827067361e-06	1.43056220159042	yes
A59	K05	155	3160	124242	2.55242041938839e-05	1.44460831569361	no
A59	K08	319	3160	122700	3.41962347569748e-12	1.59263937908744	yes
A59	L29	306	3160	123810	1.25327461742362e-13	1.66719881579816	no
A59	M75	275	3160	243033	2.63414758588719e-05	1.31477851599214	yes
A59	N76	432	3160	92961	5.2529392445026e-49	2.50299646008518	no
A59	N87	126	3160	26745	8.96107334155076e-17	2.58240064126783	no
A59	N89	176	3160	27821	1.09896903757659e-19	2.37221754263811	no
A59	N91	272	3160	73645	2.14649882769296e-17	1.88187936164476	no
A59	R51	311	3160	179516	8.03167906506104e-09	1.4585111408507	no
A59	R74	109	3160	97527	0.00121077093291207	1.36392649517686	no
A60	A63	229	8144	21956	1.53791861374388e-35	2.87379486762818	no
A60	B00	296	8144	49064	2.93521008556373e-32	2.34980038419156	no
A60	B02	189	8144	79342	8.51095147231347e-07	1.48697108522842	no
A60	B37	804	8144	124520	1.87737993881681e-44	1.82884581151229	no
A60	B97	115	8144	12804	1.55185321168364e-12	2.27531193177486	no
A60	H11	146	8144	47871	0.000198683443054214	1.37333488193186	no
A60	J34	150	8144	35176	0.000619845984078788	1.32276276803746	no
A60	K60	156	8144	40809	1.6275696569556e-06	1.53562105040115	no
A60	L25	109	8144	43066	0.00324531407269521	1.30793748060584	no
A60	L29	638	8144	123810	8.30693831023157e-32	1.7522591738583	no
A60	L73	161	8144	28504	0.000443173005375626	1.32192112441648	no
A60	N40	123	8144	108022	0.0003215053631048	1.39560553144943	no
A60	N48	143	8144	24184	2.97620637510776e-24	3.02141047083496	no
A60	N76	649	8144	92961	8.75317142383407e-44	1.94844815193733	no
A60	N87	242	8144	26745	1.55927888112273e-26	2.34348711153083	no
A60	N89	302	8144	27821	2.33789040021357e-30	2.2576835097854	no
A60	N91	378	8144	73645	1.50274862926195e-06	1.30660766808671	no
A60	N95	191	8144	87463	3.09053515221588e-05	1.37453934076095	no
A60	O04	141	8144	15128	6.19695529871578e-05	1.42982674617056	no
A63	A54	104	21956	1888	2.09903564236411e-26	4.31142822764296	no
A63	A56	173	21956	1445	1.03803685222496e-44	4.44044347253006	yes
A63	A60	287	21956	8144	9.73179966112657e-50	3.09876274807672	no
A63	A64	231	21956	2266	7.53913545008593e-83	7.80130443989423	yes
A63	B07	1286	21956	197501	4.85674724209398e-41	1.55202939647156	no
A63	B08	371	21956	53557	2.86128995220102e-95	4.45395328707325	yes
A63	B18	107	21956	17550	2.21821430845357e-13	2.44372410472204	no
A63	B36	408	21956	34343	1.29593949361266e-13	1.51868873600004	no
A63	B37	1592	21956	124520	1.06441251861084e-41	1.48958905374055	no
A63	B86	145	21956	10059	0.000584615321040559	1.32968925282387	no
A63	B97	623	21956	12804	2.22842464256376e-193	5.80255981678533	yes
A63	D24	217	21956	27483	3.03067465972755e-05	1.34367142668821	no
A63	F10	355	21956	48648	1.81904067850222e-14	1.59908780353117	no
A63	F12	184	21956	8985	1.10490422831837e-14	1.9887262345171	no
A63	F14	165	21956	7991	1.11972191995426e-13	2.01381572615934	no
A63	F17	1740	21956	295027	2.42779272658101e-28	1.36005364264197	no
A63	F19	103	21956	5876	2.06431702787525e-07	1.83833023205355	no
A63	F60	132	21956	11841	2.86400750833786e-06	1.57936789283733	no
A63	J44	130	21956	60201	0.000151540317043337	1.41250430853465	yes
A63	K60	389	21956	40809	5.48454733744976e-09	1.38357448658674	no
A63	K62	461	21956	64567	4.05355087275317e-08	1.31983533026209	yes
A63	L29	1201	21956	123810	1.53724290018914e-22	1.38162584086831	no
A63	L63	194	21956	14334	8.9932701482261e-11	1.72478627464252	yes
A63	L98	117	21956	18244	5.27621028992522e-05	1.49602972293084	no
A63	N34	329	21956	11362	3.20744399677027e-38	2.41676950915285	no
A63	N47	155	21956	38862	0.000624376141801246	1.3143151925286	no
A63	N48	271	21956	24184	9.18985642526298e-09	1.4747857660728	no
A63	N63	396	21956	35231	6.35055032670546e-11	1.44375284774474	yes
A63	N76	1170	21956	92961	5.18563615798353e-35	1.52446988420842	no
A63	N87	1158	21956	26745	0	5.21392077093849	yes
A63	N89	520	21956	27821	1.09010887788948e-16	1.51677776504164	no
A63	O04	359	21956	15128	2.23821017833372e-11	1.48927543836465	yes
A63	S09	115	21956	16495	0.00026486736851465	1.42160959003271	no
A63	T00	258	21956	5990	4.56609119523926e-06	1.35375770239824	yes
A64	A63	134	2266	21956	4.00779667022678e-40	5.46152248193772	no
A64	B37	275	2266	124520	1.16234898005753e-24	2.19679309530455	no
A64	L29	210	2266	123810	1.76428107477545e-14	1.92669460606237	no
A64	N64	132	2266	82033	4.59741737628576e-05	1.47558495675476	no
A64	N76	241	2266	92961	1.96151036393955e-31	2.65453273166595	no
A64	N87	129	2266	26745	1.77629734389804e-30	4.07579387809409	no
A64	N89	113	2266	27821	2.85098088076808e-18	2.93769159318021	no
A64	N91	119	2266	73645	0.00145968367794031	1.33827265101854	no
A88	H81	114	968	137772	1.53437759201049e-20	3.27566984073328	no
A88	J20	108	968	304718	0.00199664427494167	1.35520255888763	no
A88	R42	156	968	214111	2.87244170019974e-12	2.06340453702189	yes
B00	A60	303	49064	8144	1.00266932302405e-37	2.50030148298883	no
B00	B02	2018	49064	79342	3.02675091813966e-172	2.13213662726217	no
B00	B30	257	49064	13198	2.58351706117735e-08	1.46821171072995	no
B00	B35	3206	49064	158724	9.42414463725231e-43	1.32273940993627	yes
B00	B49	1685	49064	68525	2.93006261478434e-31	1.38149592792236	yes
B00	G50	134	49064	7049	9.38614970280547e-06	1.52193159545693	no
B00	G53	210	49064	5530	3.19498863239479e-22	2.27540685876317	yes
B00	H00	1562	49064	66474	2.57809828076172e-31	1.39953683567738	yes
B00	H01	738	49064	27816	1.31776707317502e-18	1.4426390718974	yes
B00	H04	940	49064	54014	6.00768798336865e-17	1.35728201451011	no
B00	H10	5478	49064	279856	4.81155002784281e-86	1.37159002281956	no
B00	H16	433	49064	29566	5.22367782304995e-11	1.41902861730196	no
B00	H57	1546	49064	82297	1.02429417319824e-22	1.32554251596021	no
B00	J31	282	49064	10549	1.8800960683264e-06	1.35253110016307	yes
B00	K12	1593	49064	52091	2.67391639778877e-67	1.66478949214314	no
B00	K13	532	49064	15168	5.22410997464761e-17	1.51246733517644	yes
B00	K14	290	49064	9633	7.37658979683677e-10	1.49969594082295	no
B00	L01	1001	49064	27974	6.87731874789298e-71	1.95885676591936	no
B00	L03	1610	49064	64027	3.08271239792059e-21	1.30455244209176	yes
B00	L08	167	49064	7077	2.45950461243273e-07	1.56717195429202	yes
B00	L21	1454	49064	80456	5.23547513046294e-25	1.35922727716877	no
B00	L23	726	49064	34970	3.05474849205149e-15	1.38730463361042	no
B00	L25	792	49064	43066	1.31033720103362e-21	1.47128244454439	no
B00	L30	4467	49064	130196	4.96060874972197e-77	1.38752833214366	yes
B00	L53	439	49064	15363	1.41171144654418e-09	1.37232693307519	yes
B00	L55	174	49064	7445	3.29790679983792e-05	1.39133094023871	no
B00	L57	726	49064	34156	5.53006599390029e-14	1.36409156594192	yes
B00	L65	755	49064	31159	2.36480232700844e-13	1.34417294798892	no
B00	L71	330	49064	13945	3.13123584587216e-11	1.51004859658551	yes
B00	L74	139	49064	4611	0.000270347747025796	1.3695249744105	no
B00	L98	267	49064	18244	1.43877747152211e-08	1.46842286452309	no
B00	M94	112	49064	3608	7.14218320138689e-05	1.49616039575861	yes
B00	N34	205	49064	11362	3.63183876553216e-10	1.65877727119511	yes
B00	N48	448	49064	24184	7.09258066654562e-09	1.34652611518958	no
B00	R23	537	49064	12165	1.03955256573239e-09	1.33336406932179	yes
B00	R69	287	49064	25460	1.26228353291839e-11	1.57887149280782	no
B00	T17	126	49064	5220	0.00200912804772251	1.30331862068632	no
B00	T30	1789	49064	102568	2.38222190480761e-26	1.32976067509104	no
B02	A60	245	79342	8144	1.82128658073407e-17	1.91211747586431	no
B02	B00	2078	79342	49064	2.36612774066982e-184	2.15828889632294	no
B02	G50	265	79342	7049	1.68735604265577e-05	1.3173024903369	no
B02	G53	3697	79342	5530	0	45.1868185451345	yes
B02	H16	693	79342	29566	1.31226303867862e-11	1.32649643435167	no
B02	H20	149	79342	4680	0.000152278593301887	1.37539026911281	no
B07	A63	1779	197501	21956	5.24881789740285e-120	1.92402103766829	yes
B07	B08	5204	197501	53557	1.95642289896621e-243	1.71973312924779	no
B07	C44	2332	197501	35086	4.84816325048691e-78	1.5630768272517	yes
B07	D09	121	197501	2812	0.000545085806763701	1.37169114244441	no
B07	D17	4016	197501	75110	2.16364740427424e-52	1.31267159700624	yes
B07	D18	1351	197501	19821	1.73657638515632e-33	1.45137619322039	yes
B07	D22	10345	197501	137295	0	1.66004185185157	yes
B07	D23	7185	197501	71865	0	2.41612193227851	yes
B07	D24	1170	197501	27483	1.54023958561989e-16	1.30657090912584	no
B07	E30	955	197501	6749	3.95563229851705e-14	1.30994891671022	no
B07	H15	335	197501	3642	2.01501311782899e-06	1.31597586851408	yes
B07	I78	211	197501	3204	9.63032776894903e-06	1.37939951197237	no
B07	L08	523	197501	7077	1.52334156819149e-08	1.30605725115757	yes
B07	L21	5456	197501	80456	7.01056340382089e-68	1.30717821870124	yes
B07	L57	3317	197501	34156	8.61162556955598e-168	1.75464974240737	yes
B07	L59	121	197501	1807	7.74735479826271e-05	1.46417916853718	no
B07	L72	5881	197501	82063	2.35905737365365e-97	1.36647882452152	yes
B07	L81	1830	197501	24257	4.44369033845077e-51	1.49489865065113	yes
B07	L82	5698	197501	41043	0	2.5479404732777	yes
B07	L84	1264	197501	9722	3.63127289731551e-111	2.1332698426741	yes
B07	L85	2403	197501	27148	4.86770278959357e-100	1.65444819043609	yes
B07	L91	404	197501	5003	5.1142535614439e-07	1.30477168172237	yes
B07	L98	1042	197501	18244	1.93313891012793e-43	1.64228366887053	no
B07	M92	1417	197501	5353	2.90591932342071e-32	1.42716602106971	yes
B07	N84	895	197501	20446	5.80365679360624e-13	1.30326624291334	no
B07	R22	6252	197501	80395	9.63196735946315e-89	1.33423611741029	yes
B07	R61	752	197501	8186	1.9674321556532e-18	1.43168221109437	yes
B08	A38	829	53557	10498	2.65633767941542e-18	1.40645026298253	no
B08	A63	239	53557	21956	1.76142457469887e-27	2.3826885478351	no
B08	B02	853	53557	79342	8.75945249727617e-15	1.34384982437752	yes
B08	B07	7810	53557	197501	3.16923709815968e-202	1.52186604895744	yes
B08	B09	677	53557	5131	2.85418619456867e-13	1.36544098366213	yes
B08	B97	121	53557	12804	1.72613938492331e-10	2.0245884777302	no
B08	D18	216	53557	19821	8.619598847019e-05	1.31517143150042	yes
B08	D22	2495	53557	137295	1.179257870269e-31	1.30665221721716	yes
B08	D23	486	53557	71865	6.68436895534196e-20	1.61408440141652	yes
B08	F80	484	53557	5062	8.80418854140909e-10	1.35650319372262	no
B08	F95	510	53557	5104	2.97884158499858e-09	1.33116676179228	yes
B08	H02	152	53557	13376	0.000116788986600997	1.38080147067576	yes
B08	K00	1059	53557	16530	3.69393222898591e-18	1.3488193522031	yes
B08	L01	2751	53557	27974	9.66347460203597e-49	1.38084431428106	yes
B08	L08	169	53557	7077	0.000317453730620482	1.32152129846067	yes
B08	L20	4168	53557	91573	2.88031211599254e-108	1.49852781514679	no
B08	L27	233	53557	6056	5.12287445662291e-06	1.37270032035323	no
B08	L74	452	53557	4611	6.00971108494579e-14	1.4902792584069	yes
B08	N34	119	53557	11362	0.000599970136557258	1.3715329036249	yes
B08	N87	154	53557	26745	7.73501588350303e-11	1.86836583692877	no
B08	R13	195	53557	16303	0.00026121922861762	1.30167342618803	yes
B08	R26	325	53557	10611	5.58026970521094e-06	1.30349484485709	yes
B08	R48	441	53557	3410	1.04205830213582e-08	1.34450511815891	yes
B08	R49	957	53557	67910	2.89873473498773e-15	1.32868210633659	yes
B09	A38	103	5131	10498	4.95912334164239e-06	1.68202523700145	no
B09	B08	416	5131	53557	2.66252615731582e-08	1.3579993182087	no
B09	L30	510	5131	130196	9.73934189800586e-11	1.3906823923308	yes
B09	L50	384	5131	128369	2.71874129825505e-11	1.481341842124	no
B15	R74	102	2852	97527	0.000339728569684125	1.45409899257167	no
B16	B18	406	9951	17550	4.66412457109157e-163	13.7883397797475	yes
B16	B19	104	9951	6197	5.90321015244106e-39	9.16122273810294	no
B16	D69	107	9951	21969	5.16675172517179e-08	1.88139278395815	yes
B16	D70	116	9951	14996	1.36207888713204e-20	3.1053386232262	yes
B16	K02	651	9951	251964	5.16880371587686e-15	1.42223380659422	yes
B16	K73	154	9951	2593	4.39579173359734e-50	34.4046058307238	yes
B16	K76	451	9951	77887	6.03029458820931e-32	1.95562201825091	yes
B16	K80	235	9951	76361	6.4638337144535e-05	1.31056525275226	yes
B16	L70	134	9951	77006	5.19781025904771e-05	1.45205960129382	yes
B16	L85	105	9951	27148	0.000333921088416446	1.43865460546917	yes
B16	N91	177	9951	73645	1.22278070699411e-06	1.49720867642825	yes
B18	B16	299	17550	9951	3.32241554329944e-118	12.3416867196764	no
B18	B19	139	17550	6197	6.89102608183005e-50	7.82663359214603	no
B18	B86	104	17550	10059	5.87043750580369e-11	2.21852364315089	yes
B18	C22	199	17550	1080	4.51415313890016e-76	20.1933460638917	yes
B18	D69	333	17550	21969	5.90948753252695e-62	3.28314592067448	yes
B18	D70	137	17550	14996	4.05238431259643e-10	1.89817545156256	yes
B18	F03	119	17550	17191	0.000591076452643795	1.3732164606474	yes
B18	F06	172	17550	11022	0.000275012286814	1.32415633709924	yes
B18	F10	572	17550	48648	3.11057315344795e-65	2.42221833043778	no
B18	F11	306	17550	3205	7.80261102201824e-110	28.4468526698414	no
B18	F12	108	17550	8985	1.79992047831479e-25	3.98251677559832	yes
B18	F14	182	17550	7991	1.28093714579763e-53	5.28073682628828	no
B18	F17	1434	17550	295027	1.21023465215612e-26	1.38918889624718	yes
B18	F19	306	17550	5876	4.52032555215817e-121	12.4338787464833	no
B18	F32	1061	17550	184052	2.73164200882904e-15	1.31706718200547	yes
B18	F60	150	17550	11841	4.97455158359109e-21	2.64976967311674	yes
B18	G40	102	17550	17410	0.000795480719782746	1.39757604706037	no
B18	I50	307	17550	36940	4.86411178058613e-06	1.31831556088351	yes
B18	I85	267	17550	2363	3.86197276444174e-103	19.976819461477	yes
B18	J15	107	17550	21800	6.96590462376262e-05	1.51621085044552	no
B18	J44	457	17550	60201	3.9831392538115e-11	1.41214360803651	yes
B18	K02	1204	17550	251964	3.73240389499346e-38	1.55140564480984	yes
B18	K05	742	17550	124242	2.1773983540327e-14	1.37233725187551	yes
B18	K08	1116	17550	122700	9.80694259598394e-15	1.30084012648162	yes
B18	K72	122	17550	545	1.88358021906566e-47	11.7837734899617	yes
B18	K74	453	17550	4544	3.10523089806556e-175	21.5459029377391	yes
B18	K76	764	17550	77887	4.15096048576635e-26	1.56216617802275	yes
B18	K80	693	17550	76361	5.60925732851012e-47	1.93073835858356	yes
B18	K92	194	17550	19912	5.83024547260467e-11	1.73688493914914	yes
B18	L89	107	17550	5327	0.000165059645387923	1.46966323796427	yes
B18	M80	151	17550	23727	0.000458784691044902	1.33133013640944	yes
B18	M81	298	17550	75859	3.58049534855649e-06	1.33003794266662	yes
B18	N28	180	17550	23765	5.21403676736339e-05	1.36944543048423	yes
B18	N91	227	17550	73645	9.49883197419459e-05	1.30501155804264	yes
B18	R15	102	17550	10992	0.003529295487096	1.31457517136898	yes
B18	R16	151	17550	5956	2.60516818873418e-35	3.97393007826787	yes
B18	R18	126	17550	1346	7.84982937946634e-48	9.71959810975143	yes
B18	R26	108	17550	10611	0.00025648330764682	1.44285926444669	yes
B18	R45	197	17550	22270	3.43832403039024e-06	1.4291109219249	yes
B18	S09	117	17550	16495	0.000100540267910195	1.46469497999033	yes
B18	S42	200	17550	35387	4.01955866930312e-05	1.35360965154808	yes
B18	S72	136	17550	19233	0.000777259298520132	1.33116254678402	yes
B18	T00	130	17550	5990	0.00105061710040371	1.32717370510274	yes
B18	T08	111	17550	14112	0.000350540486353282	1.41802028054035	yes
B18	T40	181	17550	6611	5.77777732659567e-71	12.0091117014593	no
B18	T65	168	17550	33352	5.99714732226372e-15	2.08241195164103	no
B19	B16	123	6197	9951	2.96975613225413e-48	12.7685402218381	no
B19	B18	153	6197	17550	2.15234103806901e-56	8.46499983009146	no
B19	F10	130	6197	48648	5.43624667204408e-07	1.66217293822194	no
B19	K29	303	6197	147900	8.48007879414974e-06	1.31495645011086	yes
B19	K76	355	6197	77887	3.22513040371365e-38	2.35820566165558	yes
B19	K80	240	6197	76361	3.91640260624924e-18	1.97661273031723	yes
B19	M81	121	6197	75859	0.00238997878446406	1.3052091109792	yes
B19	N91	114	6197	73645	0.00010591626200834	1.4744561891361	yes
B19	R04	125	6197	51637	5.2322119608939e-06	1.58271570135207	yes
B20	F17	101	1040	295027	0.000650901085828533	1.43634582728291	no
B20	J22	108	1040	144602	3.34087971342244e-09	2.06110285955788	yes
B24	F17	125	1298	295027	0.000491206382988398	1.39047153720932	yes
B24	F32	101	1298	184052	1.72250526314995e-08	2.0206987201091	yes
B24	J22	119	1298	144602	1.36612178939944e-09	2.00984000286483	yes
B27	J18	318	14168	73926	1.76728023303136e-08	1.41704005917551	no
B27	J35	381	14168	36555	1.02990771570217e-20	1.7616352790312	no
B27	R59	475	14168	48316	5.98301887224908e-08	1.31128992335272	no
B30	H00	433	13198	66474	7.68418734726243e-13	1.47968453782024	yes
B30	H01	256	13198	27816	3.97913897254568e-18	1.91789384319017	yes
B30	H04	367	13198	54014	4.95550416236713e-29	2.02730591118398	no
B30	H10	1960	13198	279856	1.15395821512427e-118	1.92861300377174	no
B30	H16	250	13198	29566	1.3642469477636e-38	2.85774830841528	yes
B30	H57	451	13198	82297	1.7428686673294e-09	1.36855538932442	no
B30	S05	127	13198	23716	0.000247763875303792	1.39778289979767	no
B34	A02	165	249674	1673	5.08194043833571e-05	1.38970371380686	no
B34	A04	235	249674	2154	3.52908711932939e-10	1.59504265100609	no
B34	A08	11504	249674	90769	0	2.01294405864071	yes
B34	A38	1006	249674	10498	2.34267757471983e-56	1.79535535181422	no
B34	A49	274	249674	4384	2.72068774719969e-05	1.30033653142389	no
B34	B08	5346	249674	53557	5.68670029796666e-85	1.35526463661771	no
B34	B09	978	249674	5131	1.4399385369961e-37	1.6040872747494	yes
B34	B27	1397	249674	14168	1.51085234983816e-47	1.56139422627356	no
B34	B30	1103	249674	13198	8.24324514079977e-25	1.41754075580971	no
B34	B80	2076	249674	14906	6.5109930832173e-39	1.38194837231804	no
B34	B85	696	249674	5807	3.50232968061963e-12	1.33608960688748	no
B34	B99	3131	249674	22334	7.39184443670066e-49	1.34540282291353	yes
B34	E30	1007	249674	6749	2.1265579895458e-15	1.31855269349615	no
B34	E73	747	249674	6731	1.14057383860168e-13	1.34986433917534	yes
B34	F41	29645	249674	460977	0	1.33487664565436	no
B34	F43	5911	249674	68957	8.45767139484149e-84	1.33223354457041	yes
B34	F95	669	249674	5104	2.09726280374725e-10	1.30701993978219	no
B34	G43	6580	249674	84262	5.636654857761e-82	1.30827536276209	no
B34	H73	140	249674	1159	3.76403318928491e-05	1.44806420016997	no
B34	H92	9913	249674	89073	5.16451296022846e-124	1.31303919471733	yes
B34	J01	13517	249674	119731	0	1.5482698406231	yes
B34	J04	7529	249674	77421	8.08376981273212e-149	1.41029762500717	no
B34	J05	412	249674	4294	2.36389957239814e-07	1.31270957721965	no
B34	J06	8349	249674	85709	1.17445628001606e-260	1.55081465832738	no
B34	J09	267	249674	6460	6.50238268413014e-13	1.66428214971146	no
B34	J10	362	249674	4096	6.70131310423519e-20	1.75495552488755	no
B34	J12	125	249674	2475	1.97795130583314e-08	1.81104830447955	no
B34	J15	1175	249674	21800	5.26417447191688e-36	1.51869725692365	no
B34	J16	446	249674	7151	2.16212498065535e-24	1.76035512560907	no
B34	J18	6445	249674	73926	2.17474596306445e-205	1.55514729870879	no
B34	J20	20937	249674	304718	0	1.41626980650781	no
B34	J21	730	249674	10476	1.90846240521613e-17	1.42262164529806	no
B34	J22	19871	249674	144602	0	1.51462410461948	yes
B34	J40	12132	249674	118305	9.23081506158081e-233	1.4083981739407	yes
B34	K12	5929	249674	52091	1.647408299155e-116	1.40632825655115	yes
B34	K29	10719	249674	147900	6.53142166505948e-165	1.35536844318092	no
B34	K52	15287	249674	152729	0	1.59031974590321	yes
B34	L55	739	249674	7445	1.56103586713362e-18	1.43803257376393	no
B34	L74	636	249674	4611	1.43753463368569e-14	1.40437651957787	no
B34	M43	7668	249674	50989	4.23240317664571e-127	1.36818713868066	yes
B34	M62	13174	249674	127432	1.07826421023799e-229	1.38616817344886	yes
B34	M92	1147	249674	5353	6.56285760727335e-16	1.30196758846683	yes
B34	N10	1867	249674	22751	1.79110765633098e-26	1.31755561359061	no
B34	N12	679	249674	8452	4.96455461083388e-17	1.43490327196339	no
B34	O02	542	249674	10315	6.21374105167293e-10	1.33567872588136	no
B34	O20	1208	249674	16882	8.32121200581998e-27	1.4159402363449	no
