disease1	disease2	number_patients	n_disease1	n_disease2	lfsr	OR	significant_directionality
B37	B35	1860	124520	158724	1.79258446347379e-43	1.44180601479748	yes
B37	B36	293	124520	34343	7.41598679315199e-07	1.36106809605773	no
B37	B49	1023	124520	68525	5.03777013535736e-46	1.68276938790307	yes
B37	B80	152	124520	14906	8.40168823230402e-11	1.89503079276825	yes
B37	B82	102	124520	7816	1.13361397873067e-06	1.78339450588058	yes
B37	B96	697	124520	33533	1.04254477523724e-14	1.385331169458	yes
B37	F45	167	124520	12600	6.41292984139685e-05	1.37720804088868	no
B37	F52	178	124520	45461	3.57056030121624e-05	1.38123159345131	no
B37	H10	2630	124520	279856	9.91393689934422e-36	1.31637015294767	no
B37	H36	125	124520	20067	4.40558730394842e-05	1.48493589158692	no
B37	H54	1227	124520	118688	1.19903467619446e-17	1.31179780937202	no
B37	H57	784	124520	82297	1.52849701937511e-11	1.30154546420068	no
B37	H62	110	124520	5437	0.000137015544985575	1.47358669795858	yes
B37	I84	1215	124520	146005	7.56182059709018e-21	1.35072066724809	no
B37	K05	1011	124520	124242	2.24259000215279e-15	1.31785406818098	no
B37	K08	2142	124520	122700	5.83126295512354e-29	1.31186767012821	yes
B37	K12	674	124520	52091	1.31164434243998e-32	1.71145446997244	no
B37	K13	301	124520	15168	6.77365866281845e-12	1.57598765094994	yes
B37	K14	212	124520	9633	2.3410110080401e-27	2.54504799518473	yes
B37	K30	1296	124520	107713	1.64129163403142e-18	1.31184944465576	no
B37	K60	379	124520	40809	2.50660358529895e-12	1.50269717985453	no
B37	L01	171	124520	27974	1.91247584115629e-06	1.49529239898824	no
B37	L23	381	124520	34970	2.28574933456288e-09	1.39871324965617	no
B37	L29	1957	124520	123810	2.61477950529978e-115	1.8410809289241	no
B37	L30	2548	124520	130196	2.03355695574619e-47	1.38562217993806	yes
B37	L43	139	124520	10580	3.4585617373673e-07	1.65479245490142	no
B37	L53	270	124520	15363	4.62095847861341e-09	1.49088813179791	yes
B37	L60	572	124520	54291	6.87379105230554e-12	1.37193190690264	no
B37	L65	502	124520	31159	3.91653516727462e-09	1.32906914178349	no
B37	L73	449	124520	28504	2.40650112701155e-13	1.47669861671885	yes
B37	L85	243	124520	27148	4.89303953925129e-05	1.30502846537988	no
B37	L98	128	124520	18244	3.31620732011244e-05	1.4896476232552	no
B37	M35	132	124520	14146	0.000284539378236997	1.37781330169738	no
B37	N10	343	124520	22751	1.14565405308291e-07	1.36033108006772	no
B37	N30	1474	124520	156257	8.64560963838015e-35	1.44020136374861	no
B37	N48	157	124520	24184	7.16236607408605e-18	2.3604178229293	no
B37	N61	247	124520	12306	1.75080905556145e-05	1.32727621003691	yes
B37	N63	665	124520	35231	1.47517805266573e-11	1.33232030499502	yes
B37	N64	1691	124520	82033	1.01339677055672e-49	1.51393172068631	yes
B37	N75	169	124520	8535	0.000109450501746385	1.35512318719633	no
B37	N76	1981	124520	92961	6.93358890139149e-185	2.20184732706581	no
B37	N81	256	124520	33743	2.40582622998248e-05	1.31275557343884	no
B37	N84	231	124520	20446	3.03600937761213e-06	1.38654403593011	no
B37	N87	448	124520	26745	1.44150962380422e-12	1.45501914183607	no
B37	N89	1044	124520	27821	1.90215417670629e-135	2.59139300301854	yes
B37	N92	1673	124520	108804	1.75729099152608e-26	1.33996336332883	no
B37	N93	236	124520	12683	5.20523714393474e-14	1.79406969107888	no
B37	N94	837	124520	66795	4.90331111964164e-20	1.4294618597167	no
B37	N95	816	124520	87463	5.23151834237255e-16	1.3715861298506	no
B37	O91	110	124520	5200	0.00223088630783872	1.31825429202859	no
B37	R12	527	124520	45129	4.45444448416903e-09	1.31822915324004	no
B37	R13	242	124520	16303	1.91331469525388e-05	1.32918842494932	no
B37	R14	584	124520	29849	3.11486796135036e-25	1.64999546790966	yes
B37	R19	157	124520	13537	0.000664829680996659	1.30425129333394	no
B37	R30	1418	124520	92583	2.62922776458069e-50	1.58187276083617	no
B37	R52	659	124520	128735	2.28326735150406e-12	1.35118312841922	no
B37	R61	101	124520	8186	0.000745157548845782	1.40243250250221	no
B37	R68	155	124520	16032	1.43960738701201e-10	1.86437932908638	no
B37	S09	162	124520	16495	0.000149733375042074	1.35358444026347	yes
B37	T74	123	124520	2918	3.63700684417716e-05	1.50087270789346	yes
B49	B00	259	68525	49064	3.78409506418636e-05	1.30024872497248	no
B49	B35	1366	68525	158724	5.82325138139404e-83	1.85959762053223	no
B49	B36	253	68525	34343	8.12449084367974e-26	2.25375804046008	no
B49	B37	793	68525	124520	2.87927294266799e-15	1.36660250025335	no
B49	K12	374	68525	52091	3.25496013189611e-11	1.46969056491148	no
B49	K14	101	68525	9633	1.92582816640886e-06	1.76136244436098	no
B49	L20	301	68525	91573	7.48392171210014e-09	1.44560146042762	no
B49	L23	210	68525	34970	4.52868326950855e-09	1.59351096178758	no
B49	L25	186	68525	43066	8.85625345115201e-06	1.41557645275057	no
B49	L29	693	68525	123810	1.97769564223381e-11	1.32248383402191	no
B49	L30	1617	68525	130196	1.35174159142292e-57	1.58918110056412	yes
B49	L40	184	68525	47039	5.12359479490337e-06	1.4367231885585	no
B49	L53	154	68525	15363	8.77378220860815e-05	1.3869339236004	no
B49	L60	350	68525	54291	4.61401672157182e-07	1.33228268422793	no
B49	L85	199	68525	27148	4.3621767525551e-10	1.68212553690103	no
B49	N48	155	68525	24184	0.00077433445877693	1.30092921946851	no
B49	R14	281	68525	29849	9.44045782632121e-07	1.36611008621131	no
B80	H53	112	14906	72322	0.00186582759610008	1.32523420178653	yes
B80	K59	139	14906	130936	0.00115060423443211	1.3059215173125	no
B80	L29	115	14906	123810	2.67936269495786e-07	1.78057891020523	no
B80	N76	128	14906	92961	0.000182600849454923	1.40923828664842	no
B85	F41	118	5807	460977	0.00102403268650485	1.34752446142334	no
B86	K02	179	10059	251964	2.4006341572693e-06	1.47565701561993	no
B86	L29	108	10059	123810	0.000297354926378184	1.43846356198767	no
B86	L30	201	10059	130196	7.1675005363342e-05	1.33435773944554	no
B96	E55	195	33533	9139	4.42965639601986e-05	1.35296684619184	yes
B96	K21	357	33533	58034	1.0163732250325e-11	1.50507805885816	no
B96	K29	370	33533	147900	6.63765379906817e-11	1.4637948608277	no
B96	K30	378	33533	107713	2.0600719696093e-08	1.3681654419967	no
B96	K44	182	33533	48619	5.71577802453575e-11	1.78913258528747	no
B96	K57	160	33533	49151	4.82392798910797e-06	1.4877829650622	no
B96	K80	181	33533	76361	0.000149495965858936	1.33012955008087	no
B96	M47	185	33533	87860	3.40951776486117e-05	1.37381839844674	no
B96	N89	138	33533	27821	1.03550999212972e-05	1.51438622456639	no
B96	R12	178	33533	45129	2.40641476167803e-06	1.47381078943778	no
B96	R14	176	33533	29849	2.55817228664413e-08	1.6283365092135	no
B97	N87	133	12804	26745	5.11710047205293e-34	4.41486392247295	no
B99	K04	294	22334	97039	6.24501049179834e-08	1.41283057598505	no
B99	L03	211	22334	64027	1.43989010838055e-06	1.43434587127898	no
C18	K80	128	13268	76361	0.000102176085082554	1.43766574510979	no
C34	J22	169	3535	144602	1.81838697646093e-06	1.51712346210596	yes
C44	L57	676	35086	34156	1.54094083427697e-54	2.06047827204996	no
C50	C79	119	22973	659	4.68866499359695e-40	27.4847711695721	yes
C50	M81	363	22973	75859	3.13922815997937e-50	2.68220233368696	yes
C50	M85	327	22973	59281	7.31078841474566e-15	1.65725970442753	yes
C61	D64	256	17969	74412	2.83812416675492e-05	1.31084307982883	yes
C61	K62	193	17969	64567	9.11276194683446e-06	1.40597397035838	yes
C64	N18	130	3421	86575	1.78124409675865e-16	2.52675223215023	yes
C67	D50	119	10228	138143	0.000138889981527163	1.44749494574457	yes
C67	N18	270	10228	86575	1.26212111939663e-05	1.32178718137749	yes
C67	N39	366	10228	307847	9.37469977568072e-11	1.46884638550711	yes
C67	R50	112	10228	165349	0.000435571650877979	1.40509244361436	yes
D12	E61	137	31484	32586	0.000155872178942238	1.39568171556507	yes
D12	G45	101	31484	19089	0.00333992054892014	1.31338641892804	no
D12	I84	487	31484	146005	1.80132634617662e-23	1.70519118757961	no
D12	J34	114	31484	35176	0.00159870402782863	1.32888812083651	yes
D12	K44	217	31484	48619	2.51837479764705e-05	1.34580963534287	no
D12	K57	485	31484	49151	2.59124652690535e-69	2.7417260342074	yes
D12	K63	171	31484	10700	4.23295446719102e-06	1.46854353276246	yes
D17	D18	160	75110	19821	4.33421405868665e-08	1.65836721890882	no
D17	L02	662	75110	95034	1.77886858951132e-10	1.31064395907132	yes
D17	L72	739	75110	82063	1.75658282599492e-31	1.65092429430815	yes
D17	R22	634	75110	80395	3.22777696608375e-13	1.37844719293045	yes
D18	D23	145	19821	71865	3.59969297439054e-05	1.44283453317499	no
D18	L82	146	19821	41043	0.00101568594152217	1.3018046606016	yes
D18	R22	171	19821	80395	9.59391229950508e-05	1.35851579891466	yes
D22	B07	1639	137295	197501	1.37851560898158e-22	1.31006027694422	no
D22	C44	378	137295	35086	1.83853581822249e-14	1.57415077856122	yes
D22	D18	231	137295	19821	5.87711844442577e-10	1.60055162245642	yes
D22	D23	753	137295	71865	4.44263857772868e-12	1.31876400242306	no
D22	I86	104	137295	13025	0.00188488968574633	1.33963032681398	no
D22	K58	184	137295	20155	0.000153695121099232	1.32514628485978	no
D22	L57	482	137295	34156	3.85151376964763e-14	1.47546091903368	yes
D22	L81	305	137295	24257	8.64756388666675e-12	1.56599039789019	no
D22	L82	925	137295	41043	1.20216918937131e-89	2.22793099937449	yes
D22	N60	359	137295	38215	4.03896231204313e-15	1.61802797878712	no
D23	A63	107	71865	21956	0.00302144955457782	1.30744139949418	no
D23	B07	843	71865	197501	2.96018437617474e-30	1.57753831838081	no
D23	C44	273	71865	35086	2.44276641677214e-05	1.30107448088911	yes
D23	D17	466	71865	75110	1.04198310769263e-08	1.33194357677864	no
D23	D22	696	71865	137295	6.28573720285871e-23	1.53672925743059	no
D23	L57	395	71865	34156	5.67391244895812e-08	1.34158707995691	yes
D23	L72	619	71865	82063	1.01386648392488e-15	1.43764637320349	no
D23	L73	207	71865	28504	0.00010098702413017	1.31529483027641	no
D23	L81	161	71865	24257	1.97819984017907e-05	1.43141945619529	no
D23	L82	644	71865	41043	9.13252785782934e-42	1.88819886612169	yes
D24	D25	198	27483	49189	1.36894278551951e-05	1.38557660137848	no
D24	N60	152	27483	38215	0.000102961485258783	1.38485208540655	no
D24	N87	111	27483	26745	0.00029864359353939	1.42717154740679	no
D25	D18	119	49189	19821	5.81616675312644e-05	1.49041889175541	yes
D25	E04	268	49189	39321	2.66265125633159e-05	1.30264245244336	yes
D25	E61	364	49189	32586	8.08227940050613e-07	1.31550220750654	yes
D25	N60	281	49189	38215	5.36252714386076e-06	1.32923752706829	no
D25	N83	209	49189	16489	1.01770751866892e-12	1.80472086573534	yes
D25	N84	195	49189	20446	3.07381090977155e-07	1.50545357204867	no
D25	N97	114	49189	25626	5.12761529814265e-06	1.63784434745433	no
D27	N83	136	17578	16489	5.4338747838751e-22	2.92574863874869	yes
D50	C18	159	138143	13268	4.02957771552891e-14	2.09006611883694	yes
D50	D25	911	138143	49189	1.31465011109076e-77	2.10404229456332	yes
D50	D51	198	138143	9536	3.9956132364214e-30	2.81608652873745	no
D50	D63	182	138143	7487	3.19095807037015e-16	2.10078593180217	yes
D50	D64	1330	138143	74412	2.89678658679684e-37	1.49245706511814	no
D50	D70	204	138143	14996	1.76247946141049e-06	1.436911280077	yes
D50	E05	252	138143	20997	4.37114976244204e-05	1.30131312031283	no
D50	E16	130	138143	5605	2.321632898474e-07	1.70860844541704	yes
D50	E21	119	138143	6262	0.00030606956299245	1.40329282566469	yes
D50	E53	738	138143	16160	3.85784969213423e-53	1.96320404118303	yes
D50	E61	1741	138143	32586	1.66783632860444e-260	2.83310339291567	yes
D50	E87	361	138143	16091	2.74797280301498e-09	1.41007375714212	yes
D50	G63	104	138143	7334	3.12252018312099e-08	1.94998690704381	no
D50	H28	114	138143	9621	1.44798777301157e-06	1.70141941664463	no
D50	H36	218	138143	20067	2.50313099670786e-13	1.80916213643339	no
D50	I50	751	138143	36940	9.79271584029261e-21	1.47229120658145	yes
D50	K56	100	138143	5609	0.000134835149059385	1.51299790518089	no
D50	K63	277	138143	10700	4.13055227388012e-09	1.48418179559764	yes
D50	K90	129	138143	8708	1.37594514581036e-05	1.52855252114188	yes
D50	K92	292	138143	19912	9.90825753527053e-23	2.00138738647707	yes
D50	L89	310	138143	5327	8.18880118951353e-08	1.39077534868171	yes
D50	L97	158	138143	2064	1.58214533981827e-05	1.4457543906104	yes
D50	N84	393	138143	20446	1.13270841063311e-26	1.90596916682011	yes
D50	N92	2268	138143	108804	3.55949684167333e-133	1.84009728283691	yes
D50	N93	201	138143	12683	9.4219258036577e-06	1.3915677621462	no
D50	R58	124	138143	7803	0.000750417553373631	1.34755750522163	yes
D50	R80	300	138143	18257	1.1759467625607e-13	1.64867950103402	yes
D51	D50	182	9536	138143	1.3067081711338e-09	1.70696384258391	no
D51	E53	156	9536	16160	8.25477135805616e-29	3.24743941518729	yes
D51	K29	126	9536	147900	4.99429107592602e-05	1.4795359839692	yes
D63	E79	101	7487	60075	2.36311450531256e-06	1.75588345175594	no
D63	I50	193	7487	36940	3.07756990132706e-14	1.95337666431056	no
D64	D50	1221	74412	138143	8.26695212372116e-59	1.72295262875895	no
D64	D51	122	74412	9536	1.91635136888403e-07	1.75543344872155	no
D64	D63	148	74412	7487	0.000279349102189374	1.35049253237939	yes
D64	D70	135	74412	14996	2.38768931222526e-07	1.68626306171784	no
D64	E16	104	74412	5605	3.75525459073215e-07	1.82819340441903	no
D64	E21	126	74412	6262	1.7119147644744e-13	2.27399663101209	yes
D64	E53	569	74412	16160	9.9242689014332e-38	1.90055236240411	yes
D64	E55	518	74412	9139	2.75630530762847e-08	1.30012631899663	yes
D64	E61	605	74412	32586	7.20734571918338e-31	1.73909459225049	yes
D64	E87	391	74412	16091	3.34936411986214e-18	1.67473727164009	yes
D64	H28	109	74412	9621	7.45427096891231e-06	1.64180932690083	no
D64	H36	200	74412	20067	5.09718065546608e-10	1.67526510216347	no
D64	I25	228	74412	35234	1.64985264449173e-05	1.34569764249262	no
D64	I35	265	74412	24105	4.09097173562239e-07	1.39899100926066	no
D64	I50	682	74412	36940	1.73390213415655e-11	1.32657372657126	no
D64	K92	201	74412	19912	5.92428334448772e-10	1.66868586720214	no
D64	L89	319	74412	5327	1.18761045965944e-08	1.41964507744818	yes
D64	N17	110	74412	5448	3.66266991824464e-08	1.90001273941073	yes
D64	N18	1482	74412	86575	7.44154258351127e-35	1.44122838423067	no
D64	R15	216	74412	10992	7.59334773832333e-05	1.31532877721799	yes
D64	R80	205	74412	18257	4.08401949485019e-05	1.34366094797213	no
D64	S72	330	74412	19233	4.81579253962705e-07	1.34355988229065	no
D72	E55	101	19827	9139	1.41452554638627e-05	1.64879748005005	yes
E02	E03	114	7985	122667	2.27027800277949e-08	1.90195505488719	yes
E03	D51	110	122667	9536	0.00105769563020977	1.35867637084221	no
E03	E06	285	122667	11916	2.6744756382985e-79	4.91310940361617	yes
E04	E03	409	39321	122667	7.33767219031486e-08	1.33148698894998	no
E04	E05	132	39321	20997	5.16101558312077e-16	2.43634746493223	no
E04	E89	268	39321	6450	1.94601489907972e-104	16.7057090092376	yes
E04	N28	104	39321	23765	0.000665268164499881	1.40092439665415	no
E04	R13	118	39321	16303	0.00159861276853162	1.32155892426441	yes
E05	E03	391	20997	122667	1.85766530172213e-54	2.69720731896879	yes
E05	E04	157	20997	39321	8.06155824227246e-18	2.36148113021634	no
E05	E89	194	20997	6450	7.19958661045769e-67	29.0193553110174	yes
E06	E03	221	11916	122667	4.37458177737547e-27	2.48676635372316	no
E06	I84	136	11916	146005	0.000831869794313943	1.32461178205221	yes
E11	D50	1579	161949	138143	5.86681098324842e-35	1.42232812471681	yes
E11	D72	353	161949	19827	3.78489751810495e-12	1.52207747532428	yes
E11	E10	102	161949	6707	2.92802941424456e-21	3.5570979814045	yes
E11	E16	214	161949	5605	1.19269056736467e-16	1.98823870976634	yes
E11	E66	6169	161949	308555	3.48087006818093e-228	1.61782649849274	yes
E11	G51	199	161949	14189	4.78167030422415e-11	1.73886067441212	yes
E11	G63	447	161949	7334	4.42812107405785e-89	3.46928483304633	yes
E11	H28	628	161949	9621	6.33790234132839e-164	4.54632687062822	yes
E11	H35	571	161949	21157	6.5385180802509e-16	1.46461763089546	yes
E11	H36	1099	161949	20067	4.1355115360755e-257	4.0402685363986	yes
E11	H40	1229	161949	68820	2.85352934125328e-22	1.36375235284948	yes
E11	I11	643	161949	24912	4.77063091855142e-12	1.34940018747463	yes
E11	I21	429	161949	21459	1.19578936434335e-12	1.47084744692071	yes
E11	I25	748	161949	35234	1.36063039208252e-23	1.52039631589236	yes
E11	I42	193	161949	10403	4.08770454742342e-05	1.35690569904233	no
E11	I44	975	161949	33514	2.76925587974656e-14	1.30831853862306	yes
E11	I45	1097	161949	43873	1.26330849971083e-24	1.41793740039186	yes
E11	I50	1229	161949	36940	1.62184893699796e-17	1.30958168031716	yes
E11	I73	862	161949	33187	2.21673160205729e-23	1.47040066409122	yes
E11	K74	124	161949	4544	1.44626381025835e-12	2.20949839362803	yes
E11	K76	1571	161949	77887	3.22191187418336e-59	1.60776065629632	yes
E11	M10	960	161949	37270	3.68730912485575e-14	1.3092338500052	yes
E11	N08	149	161949	2637	3.64312938285621e-33	3.79991356027072	yes
E11	N17	179	161949	5448	0.00032866048238704	1.30534226587248	yes
E11	N47	216	161949	38862	4.9177473303487e-16	1.95073214037343	yes
E11	N48	428	161949	24184	6.88344697808921e-14	1.50856675285328	yes
E11	R16	121	161949	5956	7.47131103696516e-06	1.58753258647573	no
E11	R80	1117	161949	18257	1.32398340504583e-176	2.92894699700149	yes
E21	E55	111	6262	9139	3.98218918615149e-18	2.94579719654892	yes
E30	L70	227	6749	77006	3.31500209195076e-11	1.68957697661448	yes
E30	M41	132	6749	76147	0.000167552792349284	1.40694519289645	yes
E53	D50	243	16160	138143	6.61447358259039e-08	1.47090725249839	no
E53	E55	258	16160	9139	9.01089590361234e-34	2.58553008842925	yes
E53	E61	185	16160	32586	3.32603092498093e-31	3.03298686599191	no
E53	K29	204	16160	147900	3.02248138393035e-05	1.35557293121326	no
E53	L89	103	16160	5327	1.77304380899377e-06	1.75567192316071	yes
E55	E53	106	9139	16160	2.0424224630196e-11	2.2758045385477	no
E55	R06	156	9139	121199	0.000605720675263474	1.31159982609973	no
E61	D25	140	32586	49189	0.000384897570626383	1.35045239681879	no
E61	D50	729	32586	138143	1.2524989789124e-114	2.92998488493646	no
E61	D64	228	32586	74412	7.98421027893392e-05	1.30465750982183	no
E61	E53	198	32586	16160	9.04684262450283e-22	2.33196794396616	no
E61	E55	238	32586	9139	1.94178764217987e-17	1.94805887145391	yes
E61	N92	453	32586	108804	2.97218302089171e-11	1.4158957319035	no
E61	R53	558	32586	135814	4.17956813086754e-09	1.31055765354423	no
E66	D23	1758	308555	71865	1.30827167973179e-25	1.32170155142153	no
E66	E11	3458	308555	161949	0	2.21028723158537	no
E66	E79	1853	308555	60075	1.52320166985358e-128	1.94491529890241	no
E66	E88	141	308555	5031	1.736078375906e-13	2.15593123038418	no
E66	F50	203	308555	11298	2.34020679529338e-14	1.90962560042982	no
E66	G47	1889	308555	38888	2.67670296413548e-180	2.21747212089147	yes
E66	G51	260	308555	14189	2.12099252503357e-05	1.31262878088384	no
E66	G56	1942	308555	85888	3.5095152101258e-37	1.38610002842535	no
E66	H28	252	308555	9621	2.05543326733065e-05	1.31927160338886	no
E66	H36	509	308555	20067	1.11812338947797e-11	1.39429074754791	no
E66	I10	4571	308555	377083	1.00350001609825e-75	1.3622970595447	no
E66	I11	767	308555	24912	8.71446437861007e-31	1.62121795479082	no
E66	I26	208	308555	6275	5.25187916200112e-07	1.46533273465653	no
E66	I50	1326	308555	36940	4.81161566453307e-37	1.48995027552009	no
E66	I51	393	308555	17558	6.55114912063246e-12	1.47586942558902	no
E66	I80	768	308555	22937	2.84881116817017e-13	1.33649029316123	no
E66	I87	1686	308555	71233	4.08565165986912e-30	1.36649474860044	no
E66	J96	128	308555	3717	0.000984868915981489	1.32757460097175	no
E66	K42	413	308555	27983	6.63658396300305e-18	1.63853245860265	no
E66	K43	662	308555	8574	1.34163603522064e-23	1.56517700148499	yes
E66	K76	2387	308555	77887	5.72192809695055e-157	1.90961828962627	no
E66	K80	1792	308555	76361	2.75291435144995e-40	1.42781766182827	no
E66	L68	140	308555	6441	1.37315629241647e-15	2.32628002564951	yes
E66	M10	1162	308555	37270	3.81109590768423e-45	1.61481709675192	no
E66	M17	2740	308555	127033	2.36809193818002e-80	1.51668462099791	no
E66	M76	926	308555	26109	1.75020827867476e-19	1.3940273885764	yes
E66	N91	948	308555	73645	3.15349371099157e-18	1.37062255726235	no
E66	O24	281	308555	18112	1.34024405688853e-19	1.91400168569679	no
E66	R06	3640	308555	121199	6.55671343746892e-76	1.41632361709289	no
E66	R60	1917	308555	36784	2.82075302593742e-41	1.41683168235109	yes
E66	R73	3086	308555	105366	6.95424809491836e-187	1.85762477962341	no
E66	R74	2045	308555	97527	9.07677945699335e-40	1.39088380562473	no
E66	R80	764	308555	18257	1.89678524756894e-32	1.64748263583438	yes
