disease1	disease2	number_patients	n_disease1	n_disease2	lfsr	OR	significant_directionality
A60	N40	102	8144	108022	0.00163429440726563	1.35977736266012	no
A60	N76	428	8144	92961	9.02420524085085e-16	1.57852570067814	no
A60	N87	142	8144	26745	1.01337887736708e-08	1.77325710121785	no
A60	N89	243	8144	27821	1.00371191257151e-22	2.17008113063258	no
A63	A60	176	21956	8144	6.27086488458213e-20	2.35529925059987	yes
A63	B07	957	21956	197501	1.22407304271244e-22	1.43920726610016	no
A63	B08	163	21956	53557	1.68709654248291e-19	2.42246624785124	no
A63	B36	314	21956	34343	3.30482276362921e-09	1.45184181834972	no
A63	B86	126	21956	10059	0.000661332195559234	1.35512094813549	no
A63	B97	329	21956	12804	2.23163097860662e-71	3.74461542920661	yes
A63	F10	278	21956	48648	1.69592139684733e-10	1.55013901728174	no
A63	F12	137	21956	8985	3.60988336200642e-09	1.82730734696173	no
A63	F14	131	21956	7991	6.64070995865413e-12	2.08770801656317	no
A63	F17	1310	21956	295027	4.71645416184072e-18	1.3129977288125	no
A63	F60	107	21956	11841	8.13488921874446e-07	1.7571711568247	no
A63	K60	304	21956	40809	3.82500623759271e-06	1.32386408958839	no
A63	L63	149	21956	14334	8.54525434131624e-07	1.58222670960656	no
A63	N34	228	21956	11362	5.01449805518623e-20	2.09308303787808	no
A63	N48	227	21956	24184	5.70924974793143e-08	1.49783422050767	no
A63	N63	323	21956	35231	3.36386920731973e-08	1.40130967438074	yes
A63	N76	808	21956	92961	1.74992396081521e-11	1.30020450312006	no
A63	N87	486	21956	26745	1.10530425580238e-70	2.775207499605	no
A63	N89	407	21956	27821	2.12112231305116e-09	1.3878242477504	yes
A63	O04	287	21956	15128	7.04186338173529e-07	1.37120976382695	yes
A63	T00	243	21956	5990	1.61354632568479e-05	1.33653609351778	yes
A64	B37	181	2266	124520	9.48108920774919e-11	1.80366927719742	no
A64	L29	151	2266	123810	2.55101642229269e-08	1.72793358251512	no
A64	N64	113	2266	82033	7.29997655234728e-05	1.51502195747063	no
A64	N76	149	2266	92961	3.04204727463e-11	1.96399941898416	no
A88	R42	116	968	214111	3.0209069992389e-06	1.70041028108387	yes
B00	A60	197	49064	8144	1.03431055235032e-15	1.99494860154095	no
B00	B02	1322	49064	79342	1.72092906497951e-55	1.65822253791993	no
B00	B30	208	49064	13198	1.22289922296598e-06	1.44415926715863	no
B00	G50	100	49064	7049	0.00262783809875819	1.3342068497571	no
B00	H00	1256	49064	66474	4.9467745920717e-21	1.34887397282485	yes
B00	H01	570	49064	27816	2.35726463222512e-09	1.31260623312307	yes
B00	J31	236	49064	10549	4.7622736201813e-05	1.31365953071516	yes
B00	K12	1200	49064	52091	5.23531186033427e-37	1.5284797344009	no
B00	K13	433	49064	15168	5.79414455283152e-11	1.41945830570659	yes
B00	K14	224	49064	9633	2.18790327133872e-05	1.34486509641114	no
B00	L01	673	49064	27974	1.45587711511899e-27	1.6290535744108	no
B00	L08	126	49064	7077	0.000347561862661651	1.38517064950455	no
B00	L25	546	49064	43066	4.97642107495698e-09	1.31207961378206	no
B00	L30	3674	49064	130196	5.14675578990531e-43	1.30069071091961	yes
B00	L53	361	49064	15363	1.53315370194199e-06	1.30727225126538	yes
B00	L55	140	49064	7445	0.000789313117179503	1.32331775273196	no
B00	L57	612	49064	34156	1.37344324182967e-09	1.30555745364399	yes
B00	L71	253	49064	13945	1.66068577293592e-06	1.38139561895077	yes
B00	L98	192	49064	18244	4.53865257455891e-05	1.35842432574506	no
B00	N34	164	49064	11362	1.27696799425374e-07	1.60437944825706	yes
B00	R69	180	49064	25460	1.95720146762328e-05	1.40203099582184	no
B02	A60	171	79342	8144	2.17274654282929e-07	1.56805781304681	no
B02	B00	1527	79342	49064	2.31973363599702e-108	1.96521760579787	yes
B02	G53	506	79342	5530	3.9575321218935e-171	6.80386035455244	yes
B07	A63	1162	197501	21956	8.5724494860178e-36	1.52196161468492	yes
B07	B08	3294	197501	53557	2.04746519724241e-87	1.48693135759925	no
B07	C44	1710	197501	35086	1.35406069346745e-27	1.34371921312362	yes
B07	D18	1011	197501	19821	4.64911336243161e-17	1.34093518801561	yes
B07	D22	7786	197501	137295	5.79651684009157e-222	1.5208647004969	yes
B07	D23	4500	197501	71865	1.16057824622521e-243	1.79652594479222	yes
B07	I78	170	197501	3204	4.78926010196826e-05	1.38621509434335	no
B07	L57	2661	197501	34156	5.20356419886305e-101	1.61577489933383	yes
B07	L72	4884	197501	82063	1.54023858578531e-72	1.34080787605878	yes
B07	L81	1476	197501	24257	6.57513560582137e-37	1.45669091180502	yes
B07	L82	4136	197501	41043	0	2.11358710459572	yes
B07	L84	846	197501	9722	2.3541449830133e-38	1.67932273498938	yes
B07	L85	1801	197501	27148	1.33486273383887e-49	1.49097673174886	yes
B07	L91	328	197501	5003	5.01442060211764e-06	1.30224524378045	yes
B07	M92	1225	197501	5353	9.48806682632208e-27	1.41268095315113	yes
B07	R61	602	197501	8186	9.56863579620347e-13	1.3800248754175	yes
B08	A38	510	53557	10498	2.09976011212432e-08	1.30716521204175	no
B08	A63	158	53557	21956	9.63975616699794e-12	1.92058915675154	no
B08	B02	690	53557	79342	2.28286625560128e-10	1.30183173060329	yes
B08	B07	5855	53557	197501	1.32953112731248e-90	1.3681022167984	yes
B08	D22	2095	53557	137295	3.20664307882243e-27	1.30717672094848	yes
B08	D23	381	53557	71865	4.88178035203816e-11	1.45898178667054	yes
B08	F80	340	53557	5062	1.72714141503264e-06	1.31615006337189	no
B08	F95	416	53557	5104	3.16445774492317e-08	1.34107243752683	yes
B08	H02	127	53557	13376	0.000496133850205249	1.36614994631879	yes
B08	L74	339	53557	4611	8.41009037019209e-08	1.37082951835285	yes
B08	R13	173	53557	16303	0.000248566548582563	1.32482596374514	yes
B08	R26	266	53557	10611	4.30515050495501e-06	1.3474824007166	yes
B08	R48	372	53557	3410	1.88077395692142e-07	1.33663935948013	yes
B09	L50	287	5131	128369	4.38546033096027e-06	1.34066984880596	no
B16	B18	255	9951	17550	1.04897921150547e-100	12.5459749333194	yes
B16	K02	499	9951	251964	3.67123148677899e-09	1.34044291169946	yes
B16	K73	110	9951	2593	5.4835621571282e-37	28.0169374815355	yes
B16	K76	296	9951	77887	5.12018145846058e-11	1.55370697762621	yes
B16	L70	103	9951	77006	0.00214389516734675	1.34112663328802	yes
B16	N91	139	9951	73645	6.26378209377375e-06	1.53571468218627	yes
B18	B16	123	17550	9951	1.09614827785968e-43	7.76688673440195	no
B18	C22	175	17550	1080	1.00158672021935e-66	19.272971223575	yes
B18	D69	264	17550	21969	1.30094998544912e-47	3.19896307112653	yes
B18	D70	109	17550	14996	4.97256595863178e-07	1.77018987199607	yes
B18	F10	400	17550	48648	3.22874055035966e-36	2.15133032697955	no
B18	F11	226	17550	3205	1.32341669959259e-81	26.1369913941399	yes
B18	F14	146	17550	7991	1.23663461647211e-42	5.23631444428307	yes
B18	F19	220	17550	5876	1.34043792691025e-85	11.3353837507222	yes
B18	F60	107	17550	11841	1.31672136864539e-13	2.47922799804868	yes
B18	I50	259	17550	36940	2.91073647355139e-05	1.31009354856506	yes
B18	I85	216	17550	2363	1.43113607834294e-82	19.9351118558358	yes
B18	J44	376	17550	60201	7.64641501641198e-10	1.42497544228801	yes
B18	K02	906	17550	251964	1.31891427229049e-22	1.45667522335955	yes
B18	K05	573	17550	124242	1.28528944956259e-10	1.34705726817432	yes
B18	K72	108	17550	545	2.30140714974817e-41	11.270150112073	yes
B18	K74	346	17550	4544	1.42856678206481e-133	20.5486987547925	yes
B18	K80	479	17550	76361	2.35546204167156e-20	1.64074073106936	yes
B18	K92	145	17550	19912	1.93343156297372e-06	1.56346672763991	yes
B18	R16	109	17550	5956	3.77668642421382e-23	3.61807924537264	yes
B18	R18	102	17550	1346	7.00033486650574e-38	9.25097374964977	yes
B18	R45	166	17550	22270	8.69532704348913e-05	1.37287489986416	yes
B18	S42	165	17550	35387	0.000407444122829965	1.31770562215281	yes
B18	T00	120	17550	5990	0.0016266398789833	1.32229423618273	yes
B18	T40	110	17550	6611	2.16650623945961e-41	9.8176746820671	no
B18	T65	124	17550	33352	1.64605023781064e-12	2.19414070030912	no
B19	K76	211	6197	77887	4.92836585367149e-11	1.71149283697127	yes
B19	K80	149	6197	76361	3.95228099861537e-05	1.43739781658462	yes
B19	R04	102	6197	51637	0.00010203457146719	1.52627867697815	yes
B24	J22	103	1298	144602	1.4413804813475e-07	1.90867953775569	yes
B27	J35	238	14168	36555	1.24021975761151e-07	1.46434656016912	no
B30	H00	337	13198	66474	3.56138141379357e-07	1.35022398734062	yes
B30	H01	187	13198	27816	1.17267324069122e-08	1.62097473516485	yes
B30	H04	257	13198	54014	6.65641269404646e-14	1.73930813378926	no
B30	H10	1323	13198	279856	6.3861782806782e-38	1.52731706415286	no
B30	H16	102	13198	29566	0.00371331316230027	1.31091532328305	no
B34	A04	192	249674	2154	5.18844648481427e-09	1.62634513952416	no
B34	A08	8777	249674	90769	0	1.88731066122202	no
B34	A38	643	249674	10498	8.25633888473735e-32	1.71744111806864	no
B34	B09	770	249674	5131	4.50919898260718e-23	1.50139270188898	yes
B34	B30	859	249674	13198	1.46641550890698e-16	1.36850182893836	no
B34	B80	1601	249674	14906	1.91451518961599e-23	1.32098231772462	no
B34	B99	2640	249674	22334	7.8075643413374e-36	1.31426503000659	yes
B34	E73	630	249674	6731	1.31393334186224e-12	1.36626240913715	yes
B34	F43	4737	249674	68957	6.98442054574188e-59	1.30451851059633	yes
B34	H73	109	249674	1159	0.00141769321932893	1.34936572505735	no
B34	J01	10281	249674	119731	1.04906352109679e-208	1.42084836156142	yes
B34	J04	5550	249674	77421	2.91488513797373e-70	1.30952424391213	no
B34	J06	6616	249674	85709	6.10046390240677e-174	1.49022682362943	no
B34	J10	252	249674	4096	6.8882243038989e-11	1.60507416213717	no
B34	J16	221	249674	7151	2.50884314078088e-05	1.34338911952298	no
B34	J18	4367	249674	73926	1.32149292690117e-59	1.32153129812901	no
B34	J21	518	249674	10476	1.85502969017438e-08	1.30466607224922	no
B34	J22	16026	249674	144602	8.43181448386682e-284	1.39284674885832	yes
B34	J40	9491	249674	118305	2.02069843995038e-127	1.32604621729246	yes
B34	K12	4588	249674	52091	9.54969248488428e-65	1.32870730051033	no
B34	K52	11914	249674	152729	0	1.50948736353497	yes
B34	L55	589	249674	7445	4.30036906239657e-12	1.37019271892234	no
B34	L74	499	249674	4611	1.74181140469501e-10	1.36818678729114	no
B34	M43	6615	249674	50989	1.60627566845792e-102	1.35190565978798	yes
B34	M62	10471	249674	127432	2.47534502700095e-131	1.31403890085593	yes
B34	N12	501	249674	8452	3.03547451806046e-08	1.30457693666951	no
B34	O21	1010	249674	13949	1.52138895035943e-36	1.58099105458888	no
B34	O26	582	249674	7624	3.91945364441126e-12	1.37390917409865	no
B34	O81	122	249674	2806	0.00205031930325569	1.3065704971165	no
B34	R11	12415	249674	138977	0	1.52322265754368	no
B34	R50	13235	249674	165349	1.47916750211319e-309	1.46362131217471	no
B35	A59	141	158724	3160	0.000884804730433837	1.31667677852914	no
B35	A60	410	158724	8144	2.49129944932172e-13	1.50691121180582	no
B35	B00	2208	158724	49064	1.54389527515135e-35	1.34823615560821	no
B35	B16	153	158724	9951	4.28422217218122e-05	1.41995322166127	no
B35	B36	1646	158724	34343	1.47774850604181e-112	1.93417413065975	no
B35	B37	6571	158724	124520	2.88764427015349e-99	1.34927484222217	no
B35	B49	5846	158724	68525	0	1.91161920799446	yes
B35	B57	125	158724	2160	2.67485853438051e-18	2.71446839868862	no
B35	B80	568	158724	14906	7.55572541014246e-11	1.34900569133735	no
B35	B82	369	158724	7816	6.17784031956469e-08	1.35568698229538	no
B35	B86	726	158724	10059	7.46563378489035e-23	1.51830929175018	yes
B35	D70	795	158724	14996	8.68035397635917e-14	1.33943842827259	no
B35	H00	3746	158724	66474	1.05055576823569e-63	1.36843124471404	yes
B35	H01	1923	158724	27816	2.06511006374e-28	1.32720106401617	yes
B35	H04	2810	158724	54014	1.99296854762866e-38	1.31771348938188	no
B35	H11	3235	158724	47871	5.46117724941596e-82	1.47335061872073	no
B35	H15	254	158724	3642	2.89610616088473e-05	1.31165731159157	no
B35	H26	210	158724	6727	8.59194451335397e-06	1.38549846228904	no
B35	H62	522	158724	5437	1.53806195441449e-10	1.3596367116548	yes
B35	I78	146	158724	3204	2.7420844776294e-05	1.45248691151666	no
B35	J31	898	158724	10549	1.76416047377688e-13	1.31076209573777	yes
B35	K12	2850	158724	52091	2.65546637406763e-36	1.30414251458229	no
B35	L01	960	158724	27974	1.67525053388226e-25	1.46661858410499	no
B35	L03	4816	158724	64027	5.92335314944097e-80	1.36611357128673	yes
B35	L08	388	158724	7077	6.5800237076601e-17	1.63531156023021	no
B35	L20	2670	158724	91573	6.32277306783557e-85	1.54736513590918	no
B35	L21	4051	158724	80456	1.23386662291056e-94	1.45182931358513	no
B35	L23	1657	158724	34970	6.33475449770879e-35	1.40967933834707	no
B35	L25	1718	158724	43066	2.5202953543189e-63	1.59873141097632	no
B35	L28	434	158724	3255	1.01779522724041e-12	1.46980566762394	yes
B35	L29	6485	158724	123810	2.81340459986454e-131	1.41846995525151	no
B35	L30	13975	158724	130196	0	1.62374775646368	yes
B35	L40	1764	158724	47039	1.26300726663044e-52	1.51850902981876	no
B35	L43	664	158724	10580	7.83027836216957e-13	1.35951657443954	no
B35	L53	1196	158724	15363	1.08995886917682e-18	1.32851387270226	yes
B35	L56	146	158724	1813	4.74529129325936e-11	1.92794768677081	no
B35	L59	101	158724	1807	0.00137274321218865	1.37001044062103	no
B35	L60	4411	158724	54291	0	2.26236189738963	yes
B35	L63	552	158724	14334	3.68498246726949e-09	1.31220507827929	no
B35	L65	1902	158724	31159	8.70294854082138e-48	1.46310533148718	no
B35	L71	912	158724	13945	1.44514946190339e-23	1.45617186647967	no
B35	L73	1796	158724	28504	1.5495039979588e-31	1.36462924240996	yes
B35	L74	221	158724	4611	2.4968689821922e-09	1.58233149832448	no
B35	L80	265	158724	8502	1.01900741958687e-05	1.3279700357445	no
B35	L81	1291	158724	24257	6.92079736916577e-25	1.38066800260395	no
B35	L84	909	158724	9722	2.34616418766062e-52	1.8121465556267	yes
B35	L85	1778	158724	27148	1.56111718504018e-55	1.53502948754339	no
B35	L90	303	158724	5664	7.19951872135299e-06	1.30960098544862	no
B35	L91	222	158724	5003	5.71762066528578e-07	1.4437210644815	no
B35	L98	642	158724	18244	1.07456548985721e-20	1.5233106393985	no
B35	M20	3187	158724	67029	2.72165750223913e-51	1.35377558159182	no
B35	M94	255	158724	3608	1.29706608198632e-05	1.33013484965866	no
B35	N34	547	158724	11362	1.46774558334895e-12	1.39952817919371	no
B35	N48	1201	158724	24184	5.80296240162342e-17	1.30700486207106	no
B35	N76	3829	158724	92961	1.52596757524663e-52	1.32267519115169	no
B35	R14	2501	158724	29849	2.63674860726912e-46	1.38307987384186	yes
B35	R19	812	158724	13537	4.54588693557541e-12	1.30488114228463	no
B35	R35	389	158724	5221	4.21295383895834e-07	1.31401959112929	yes
B35	R39	266	158724	3792	6.07134713111648e-06	1.33903178004969	no
B35	R43	340	158724	5321	4.96932594916261e-08	1.37846000338073	no
B35	R61	436	158724	8186	1.55636032839991e-09	1.3720744448117	no
B35	R69	476	158724	25460	1.21323201519644e-09	1.3553327099948	no
B35	S91	152	158724	6631	0.00021005199025894	1.35917461014642	no
B35	T17	306	158724	5220	5.39254182964597e-06	1.31360536406608	no
B35	T38	660	158724	36597	2.87691490177056e-11	1.32785589939107	no
B35	T69	187	158724	2598	7.53270269852505e-09	1.62858862161021	no
B36	A63	364	34343	21956	8.92736409198226e-09	1.39214178980841	no
B36	B35	2172	34343	158724	4.26731083185289e-100	1.72337805249104	yes
B36	B49	1474	34343	68525	5.27396218220287e-137	2.21285937874048	yes
B36	B97	181	34343	12804	1.84084413732398e-07	1.55054531346865	yes
B36	H00	858	34343	66474	1.08855535061679e-12	1.30912606767223	yes
B36	H02	135	34343	13376	0.00022823237121441	1.3863748618363	no
B36	H11	424	34343	47871	1.66607599518175e-07	1.31373372683806	yes
B36	L08	105	34343	7077	1.38114472548565e-05	1.62115398904551	no
B36	L20	583	34343	91573	1.21718969965769e-09	1.31650278176572	no
B36	L30	2375	34343	130196	6.0978435632364e-45	1.39976989323432	yes
B36	L42	263	34343	13505	3.88420289998381e-17	1.85627758072901	no
B36	L63	167	34343	14334	0.000424422810414226	1.31308813155613	no
B36	L84	145	34343	9722	0.00030493402045434	1.35594599658518	yes
B36	L98	147	34343	18244	7.92398235924508e-08	1.67476067802583	no
B36	N34	193	34343	11362	6.54973904788627e-06	1.41771005771771	no
B36	N87	297	34343	26745	4.00487057162635e-06	1.32662592408881	no
B36	R69	206	34343	25460	2.45140268070374e-22	2.30864094617512	no
B37	A41	118	124520	1584	0.000236962600728557	1.42262791030212	yes
B37	A49	158	124520	4384	1.54348965447719e-10	1.83594668824707	no
B37	A56	261	124520	1445	3.83058907729413e-16	1.81758770560576	yes
B37	A59	289	124520	3160	3.76180897111276e-23	2.01661103661905	yes
B37	A60	706	124520	8144	4.41971700935674e-84	2.46203545408741	yes
B37	A63	1175	124520	21956	4.72424724266734e-64	1.78493787792629	no
B37	A64	224	124520	2266	2.39423671015788e-28	2.51216028638559	no
B37	A74	114	124520	570	8.00616575532752e-11	2.1169451308468	yes
B37	B00	2125	124520	49064	5.60526176683526e-43	1.40382835830551	no
B37	B08	702	124520	53557	3.07813004993643e-11	1.31565936861621	no
B37	B18	229	124520	17550	1.20619380666242e-05	1.35525487703893	no
B37	B35	7347	124520	158724	5.142418002635e-205	1.51932968059273	yes
B37	B36	1225	124520	34343	1.09141952977364e-30	1.45436678339087	no
B37	B49	4107	124520	68525	6.84344258001498e-217	1.78658981949747	yes
B37	B57	105	124520	2160	0.000654498644975257	1.40263724374326	no
B37	B80	570	124520	14906	1.09065913795712e-36	1.8735849343107	yes
B37	B82	391	124520	7816	4.30516026468391e-21	1.75074166613371	yes
B37	B85	174	124520	5807	2.12683608406871e-05	1.40819954622295	no
B37	B86	566	124520	10059	1.7822208430416e-13	1.41261524656981	yes
B37	B96	2547	124520	33533	1.24585084914439e-42	1.36024938930144	yes
B37	B97	888	124520	12804	1.69751669293618e-17	1.3760845294558	yes
B37	D27	622	124520	17578	1.74164583384253e-12	1.36701228206598	no
B37	D48	108	124520	2845	0.00263011036526712	1.31768939210371	no
B37	D52	151	124520	1680	2.59412096060293e-06	1.53282888068928	yes
B37	E16	308	124520	5605	3.11309649086343e-09	1.455792369469	no
B37	F05	167	124520	2292	0.000357814802974777	1.31864834261271	yes
B37	F19	147	124520	5876	0.00095145482680069	1.30570011182515	no
B37	F42	187	124520	5914	2.62619841831665e-05	1.38174441870648	no
B37	F45	666	124520	12600	4.62751468574708e-17	1.44311048880623	no
B37	F52	705	124520	45461	1.20044526364465e-15	1.40088266301087	no
B37	F53	108	124520	1215	3.86017349257993e-06	1.67237087451217	no
B37	F60	390	124520	11841	5.92867231304498e-08	1.34440526197143	no
B37	G44	3073	124520	62289	4.50174802877486e-52	1.36601625299515	no
B37	G50	280	124520	7049	1.76217882757261e-05	1.30520093377812	no
B37	G63	228	124520	7334	8.07710425193962e-11	1.64791050739817	no
B37	H00	2835	124520	66474	2.5480139273536e-39	1.32151921673645	yes
B37	H04	1742	124520	54014	7.15422403661181e-25	1.31864352971242	no
B37	H10	10281	124520	279856	9.0450564839375e-146	1.34585058559759	no
B37	H11	1907	124520	47871	1.78004192364047e-28	1.32987702603261	no
B37	H36	469	124520	20067	5.07307822355956e-14	1.48159621885854	no
B37	H57	3180	124520	82297	1.33866705213797e-49	1.34789397726029	no
B37	H62	365	124520	5437	2.56051319556621e-08	1.37266610195895	yes
B37	H92	3842	124520	89073	1.28164254563037e-50	1.31587200777833	yes
B37	I27	154	124520	3935	0.000153618319525565	1.36834432368558	no
B37	I77	116	124520	1696	0.000722199697660386	1.37010365905911	yes
B37	I84	5068	124520	146005	2.2956414439907e-115	1.44947782171746	no
B37	J15	371	124520	21800	6.99446068112163e-07	1.31477567359897	no
B37	J31	641	124520	10549	2.01004341648156e-19	1.50016518657109	yes
B37	J39	120	124520	2547	1.94806721920557e-06	1.64969736046839	no
B37	J42	227	124520	11380	1.16465399737384e-05	1.35819572651999	no
B37	J96	130	124520	3717	6.03920934109394e-05	1.45739982169941	no
B37	K00	409	124520	16530	2.9269409967033e-11	1.443696456105	no
B37	K02	6087	124520	251964	1.42873911773617e-73	1.30596849269165	no
B37	K03	287	124520	8114	2.00359820404994e-07	1.39496737469086	no
B37	K06	173	124520	3181	7.4940320646168e-08	1.59651694505502	no
B37	K07	1869	124520	89004	4.42812541863124e-25	1.30756108874296	no
B37	K08	8078	124520	122700	2.93083558745232e-112	1.33733377737006	yes
B37	K10	381	124520	6118	2.64826058817071e-10	1.43278275901857	no
B37	K11	640	124520	15907	4.18943816252463e-13	1.37378352855859	no
B37	K12	2752	124520	52091	9.98433262415533e-149	1.79299449929182	yes
B37	K13	1165	124520	15168	2.609582755932e-49	1.65380725517846	yes
B37	K14	861	124520	9633	5.3964375488327e-113	2.60314800308226	yes
B37	K22	232	124520	7437	2.06677061091486e-05	1.33828312318546	no
B37	K30	5269	124520	107713	7.62366511055193e-79	1.34620715839212	no
B37	K58	816	124520	20155	4.10165050592642e-12	1.30503534684292	no
B37	K59	4894	124520	130936	1.05226894284036e-111	1.44971026346523	no
B37	K60	1638	124520	40809	2.48765885397508e-63	1.61913224741875	no
B37	L01	617	124520	27974	2.15089113695324e-19	1.51251565288766	no
B37	L02	3863	124520	95034	3.26934773982426e-48	1.30561342843128	yes
B37	L08	286	124520	7077	4.28260392695342e-09	1.47352011563083	no
B37	L20	1991	124520	91573	1.5709596880065e-31	1.34346951145147	no
B37	L21	2702	124520	80456	1.29889400161622e-51	1.39300368996459	no
B37	L23	1486	124520	34970	1.47500829636811e-32	1.41884787672831	no
B37	L25	1341	124520	43066	3.20094609713079e-31	1.43415246678416	no
B37	L28	303	124520	3255	7.45300837621823e-09	1.44453971622446	yes
B37	L29	8370	124520	123810	0	2.02968939193143	no
B37	L30	9674	124520	130196	5.29596789377103e-183	1.41115931892788	yes
B37	L43	581	124520	10580	1.20981979706868e-44	2.004668311263	yes
B37	L53	966	124520	15363	3.48777795398445e-27	1.48659921267799	yes
B37	L60	2206	124520	54291	3.11965170920109e-42	1.39027559308532	no
B37	L64	162	124520	4482	4.90511804824658e-05	1.3984601750451	no
B37	L65	1986	124520	31159	2.6254034399103e-38	1.39034289027766	yes
B37	L71	731	124520	13945	1.1946694038866e-11	1.31635616361623	yes
B37	L73	1732	124520	28504	6.22717737111926e-48	1.4933731162444	yes
B37	L74	178	124520	4611	3.95731344672457e-06	1.45776119941464	no
B37	L84	547	124520	9722	5.55432594246329e-13	1.40996772642164	yes
B37	L85	986	124520	27148	1.09211638617608e-17	1.35547813460308	no
B37	L90	271	124520	5664	1.24385233916384e-09	1.51700928054847	no
B37	L98	522	124520	18244	1.43006313625735e-19	1.57811101027498	no
B37	M35	573	124520	14146	4.39302024289327e-17	1.48979249033411	no
B37	M62	5982	124520	127432	6.29396908346044e-71	1.30220873087005	yes
B37	M94	245	124520	3608	2.24263476557474e-05	1.32497233076983	no
B37	N10	1306	124520	22751	4.33027673712582e-21	1.33859857624048	no
B37	N12	431	124520	8452	3.27297112304728e-09	1.36471462695449	no
B37	N30	6563	124520	156257	4.16148108592275e-198	1.54425216323821	no
B37	N32	219	124520	1701	3.7516309125244e-09	1.57643715821647	yes
B37	N34	273	124520	11362	2.24568772455148e-18	1.87839794609091	no
B37	N39	18154	124520	307847	5.6533070598088e-300	1.39583037507367	no
B37	N47	306	124520	38862	2.42042066262436e-12	1.58474574544829	no
B37	N48	619	124520	24184	2.28884975833634e-72	2.43500271090492	no
B37	N61	945	124520	12306	3.49951078281914e-18	1.37187864809518	yes
B37	N62	219	124520	9385	7.94493686951449e-05	1.31364153428947	no
B37	N63	2537	124520	35231	1.16947519764131e-36	1.32809835755867	yes
B37	N64	6459	124520	82033	1.70057269011396e-177	1.51166596832084	yes
