disease1	disease2	number_patients	n_disease1	n_disease2	lfsr	OR	significant_directionality
B34	J01	2646	249674	119731	1.01065950243848e-74	1.5021600990421	no
B34	J04	1580	249674	77421	7.57183429953009e-31	1.3870624752933	no
B34	J06	1670	249674	85709	2.22110251353079e-64	1.61283609627562	no
B34	J16	113	249674	7151	0.00024228679916909	1.41394214230836	no
B34	J18	1196	249674	73926	1.46990118185336e-24	1.39374351348329	no
B34	J20	4396	249674	304718	2.3073585857191e-74	1.36729745481844	no
B34	J21	151	249674	10476	0.000802948374555304	1.30642715926523	no
B34	J22	3577	249674	144602	1.6318395939336e-104	1.51731136341674	yes
B34	J40	2346	249674	118305	4.07588862314321e-38	1.35058008060203	no
B34	K12	1188	249674	52091	8.17035615087451e-27	1.41922643984855	no
B34	K29	2269	249674	147900	1.44743188473761e-45	1.40050952513053	no
B34	K52	3136	249674	152729	5.1679439781299e-110	1.58278367430133	no
B34	L74	133	249674	4611	0.000297259334390942	1.36687052481298	no
B34	M43	1336	249674	50989	3.74893674205577e-24	1.36456835167305	yes
B34	M62	2622	249674	127432	1.10818492012187e-59	1.43620178352642	yes
B34	O21	274	249674	13949	3.02780373425912e-14	1.69689152196067	no
B34	O26	136	249674	7624	0.00015856297526514	1.38607479639761	no
B34	R05	5758	249674	310037	3.51545229078323e-90	1.35297478192177	no
B34	R11	3365	249674	138977	2.30703622452377e-140	1.65714227024639	no
B34	R21	339	249674	16815	1.14775976051917e-06	1.32336409761096	no
B34	R42	3622	249674	214111	2.74010954314508e-47	1.31138795431671	yes
B34	R47	154	249674	7482	6.37383865023956e-05	1.38985961186709	no
B34	R49	1046	249674	67910	2.88973263916827e-16	1.32394103836446	no
B34	R50	3792	249674	165349	7.78566674218429e-116	1.53338818894036	no
B34	R51	3755	249674	179516	4.35586668032294e-67	1.37823836866073	yes
B34	R53	2652	249674	135814	9.90776758205492e-45	1.36068610705941	yes
B34	R69	310	249674	25460	3.13279676158735e-08	1.403358019514	no
B34	R94	147	249674	5123	0.000146396393564635	1.37158715365778	yes
B34	S23	376	249674	18324	9.67301380471327e-07	1.30790681192858	yes
B35	B00	567	158724	49064	3.69021073518883e-11	1.35604232904685	no
B35	B36	452	158724	34343	1.85593549338068e-35	2.01828291740057	no
B35	B37	1684	158724	124520	3.32217194118998e-35	1.40679836593533	no
B35	B49	1414	158724	68525	2.48476574628491e-100	1.96030628765649	no
B35	B86	155	158724	10059	2.1044439690794e-06	1.50355705016947	no
B35	B96	597	158724	33533	4.58357356156454e-10	1.32089864093664	yes
B35	B97	138	158724	12804	0.000852124593534474	1.31940217872315	no
B35	D70	201	158724	14996	7.77076351046128e-05	1.3291266976863	no
B35	F52	555	158724	45461	5.83485812600547e-11	1.35584128565001	no
B35	H00	896	158724	66474	1.77560071283766e-22	1.44265839551461	yes
B35	H01	467	158724	27816	4.7454617104201e-11	1.39636706153973	no
B35	H04	756	158724	54014	4.34563032279526e-15	1.37230422407159	no
B35	H10	3357	158724	279856	7.8891416874432e-51	1.3415365538769	no
B35	H11	833	158724	47871	8.96325215603201e-34	1.62038065051942	no
B35	H57	1071	158724	82297	3.89031264530765e-15	1.30504084736963	no
B35	H62	125	158724	5437	0.000167785083293881	1.40415174158909	no
B35	H68	133	158724	6625	0.00059245866014643	1.34007908808612	no
B35	J30	2390	158724	210208	6.87231552643739e-38	1.34649340640282	no
B35	J31	205	158724	10549	0.000177526505348744	1.30332499845452	no
B35	K12	695	158724	52091	4.85945003699199e-13	1.35328553933658	no
B35	K14	173	158724	9633	0.000164763560546605	1.33504059935463	no
B35	K59	1512	158724	130936	4.80976466008375e-22	1.32023278808577	no
B35	L01	277	158724	27974	2.39697073972894e-10	1.52381701144507	no
B35	L03	1095	158724	64027	5.43411727615156e-36	1.54058285239577	yes
B35	L08	104	158724	7077	1.68331328545159e-05	1.57554092560075	no
B35	L20	829	158724	91573	5.62117194033922e-33	1.611572217705	no
B35	L21	1148	158724	80456	3.20922218406189e-47	1.63539466215689	no
B35	L23	471	158724	34970	5.96765971360916e-18	1.56949909251017	no
B35	L25	525	158724	43066	2.79619679820831e-28	1.75441411983365	no
B35	L29	1683	158724	123810	1.92700326806044e-39	1.43838442459435	no
B35	L30	3241	158724	130196	5.15720462306346e-174	1.78903927551449	yes
B35	L40	537	158724	47039	6.64957567551096e-29	1.75478209215315	no
B35	L53	316	158724	15363	7.29046628507116e-15	1.64917411571116	yes
B35	L57	614	158724	34156	1.01476386992443e-12	1.37328577024295	no
B35	L60	1184	158724	54291	6.32839971739557e-150	2.55567790532921	yes
B35	L65	483	158724	31159	1.10984519922228e-14	1.48022235819726	no
B35	L73	419	158724	28504	1.73496761024986e-10	1.40674565248946	no
B35	L81	307	158724	24257	9.62862616374377e-07	1.34528714212526	no
B35	L82	740	158724	41043	4.78610854540349e-12	1.32240016973995	no
B35	L84	220	158724	9722	2.05553567179743e-21	2.19568706848085	no
B35	L85	460	158724	27148	9.54583172584012e-20	1.62403245883968	no
B35	L98	172	158724	18244	8.64301027453724e-05	1.35603846056101	no
B35	M18	267	158724	12682	5.00081644910326e-06	1.34061073025536	yes
B35	M20	857	158724	67029	5.52239384896323e-18	1.39008164080274	no
B35	M67	319	158724	27822	3.16711722791004e-06	1.31667091966236	no
B35	M72	625	158724	37615	8.00087819431673e-11	1.32929260652576	no
B35	N34	148	158724	11362	6.05580815402228e-08	1.65032168227902	no
B35	N76	1023	158724	92961	6.14461474945949e-19	1.36372800937185	no
B35	R12	700	158724	45129	4.28747608248386e-14	1.37151169993101	no
B35	R14	607	158724	29849	4.72531185143738e-15	1.42403802907213	yes
B35	R19	204	158724	13537	2.67804805495536e-07	1.47345057749448	no
B35	R23	311	158724	12165	6.11297536181847e-07	1.35086621992874	yes
B35	R51	2128	158724	179516	4.62919437000241e-27	1.30000830798779	no
B35	R61	107	158724	8186	0.00265140993595182	1.31455481709617	no
B35	R69	195	158724	25460	2.10126807238491e-07	1.49438673355477	no
B35	T38	231	158724	36597	2.83153983487884e-06	1.38326127761803	no
B36	A63	106	34343	21956	3.59205507946234e-05	1.52816993334154	no
B36	B35	559	34343	158724	6.97874046597846e-32	1.79788560002134	yes
B36	B49	377	34343	68525	6.8053616108412e-40	2.31166828184193	no
B36	F52	111	34343	45461	4.45691105450505e-05	1.49983474820747	yes
B36	H00	235	34343	66474	7.48675117472689e-08	1.46214420202625	yes
B36	H11	110	34343	47871	0.000400517522466806	1.39812542079772	no
B36	L20	218	34343	91573	1.2499821910891e-08	1.52835133391565	no
B36	L21	199	34343	80456	2.10166756792004e-05	1.36708865925852	no
B36	L30	591	34343	130196	2.1339717466891e-23	1.60187790746929	yes
B36	R04	112	34343	51637	0.00225686262041455	1.31477096321585	no
B37	A60	186	124520	8144	9.1923343730468e-23	2.46145880503017	no
B37	A63	342	124520	21956	4.00241628331587e-24	1.92330974506156	no
B37	B00	528	124520	49064	2.32740392035394e-14	1.44676067008767	no
B37	B35	1867	124520	158724	3.22296999810104e-67	1.58857020943905	yes
B37	B36	320	124520	34343	2.7138089697745e-08	1.39840576092289	no
B37	B49	1006	124520	68525	3.54875532103036e-66	1.9014701375643	yes
B37	B80	114	124520	14906	9.41300000101651e-05	1.4549329712165	no
B37	B86	128	124520	10059	2.48334471040471e-06	1.57311639993606	no
B37	B96	483	124520	33533	1.51719434583541e-08	1.32114131850913	yes
B37	B97	259	124520	12804	1.46572361884606e-09	1.51253878361369	no
B37	B99	309	124520	22334	2.1629747740194e-07	1.37071345170174	yes
B37	D23	706	124520	71865	3.79964754287786e-14	1.37084698743567	no
B37	D50	1458	124520	138143	1.69179787038548e-22	1.3317831730457	no
B37	D70	151	124520	14996	0.000432373977221979	1.32830562874375	no
B37	E61	637	124520	32586	8.61631322120194e-10	1.30347781630727	yes
B37	F45	189	124520	12600	1.72477478934139e-09	1.63989136998794	no
B37	F52	195	124520	45461	5.68885300800833e-06	1.40599664133434	no
B37	G44	841	124520	62289	1.06241306147771e-23	1.47823354449872	no
B37	H00	684	124520	66474	2.75497463789083e-16	1.41731731788316	no
B37	H01	327	124520	27816	4.81256535296281e-06	1.30500750364876	no
B37	H04	477	124520	54014	2.01800192042451e-09	1.3478048195776	no
B37	H10	2591	124520	279856	8.06605555828685e-49	1.38862715722602	no
B37	H11	473	124520	47871	3.47590772183638e-11	1.39709804769177	no
B37	H36	120	124520	20067	0.000283742235110558	1.39203585396578	no
B37	H57	785	124520	82297	1.42876854790948e-13	1.33870716437273	no
B37	H92	976	124520	89073	6.93293422620693e-19	1.37360024879266	yes
B37	I80	223	124520	22937	6.2170109835934e-05	1.31651566934415	no
B37	I84	1403	124520	146005	4.69533874241044e-48	1.56298129016973	no
B37	I95	238	124520	15374	1.56218716725853e-05	1.33779384751738	no
B37	J04	677	124520	77421	1.4944491311595e-11	1.32962259742078	no
B37	J22	2014	124520	144602	1.88358721836198e-31	1.34100833832833	yes
B37	J31	146	124520	10549	2.41222936084241e-07	1.60573276373997	no
B37	J32	148	124520	12553	0.000799002863017597	1.3099897047903	no
B37	J98	202	124520	11866	3.08348574946413e-05	1.35300676071764	yes
B37	K02	1607	124520	251964	3.30743148813257e-26	1.34603403384201	no
B37	K04	1140	124520	97039	1.78056711430414e-17	1.32408920059626	yes
B37	K07	463	124520	89004	1.54701569114483e-10	1.38467278700066	no
B37	K08	1679	124520	122700	2.37405048719902e-28	1.35480115875229	yes
B37	K11	153	124520	15907	0.000176547052060706	1.3567648023613	no
B37	K12	682	124520	52091	4.47221697206113e-44	1.88105542714276	no
B37	K13	253	124520	15168	2.64624517662316e-13	1.69800870857166	yes
B37	K14	216	124520	9633	1.58843744131431e-33	2.84841152544714	no
B37	K21	655	124520	58034	4.63327355128953e-10	1.30459505502604	no
B37	K30	1306	124520	107713	3.14905350011492e-24	1.37129528087264	no
B37	K46	164	124520	16433	7.94084405995114e-05	1.36868554707443	no
B37	K52	1574	124520	152729	2.09918189785174e-22	1.31665868854857	yes
B37	K59	1414	124520	130936	1.67445331597705e-54	1.61175498142449	no
B37	K60	403	124520	40809	1.70539931419348e-14	1.53565300173476	no
B37	K62	558	124520	64567	3.35530546157727e-10	1.33691194800536	no
B37	K90	102	124520	8708	0.00309472193658356	1.31512624030482	no
B37	L01	155	124520	27974	7.04701283566474e-07	1.54117874617087	no
B37	L02	939	124520	95034	4.01135541361798e-15	1.32893264096447	no
B37	L03	684	124520	64027	1.47606073232958e-12	1.34747916489684	no
B37	L20	616	124520	91573	4.33948716031843e-16	1.44112672164273	no
B37	L21	704	124520	80456	2.48446505673025e-16	1.41088356674215	no
B37	L23	363	124520	34970	5.69409037462982e-08	1.35849027777886	no
B37	L25	388	124520	43066	2.96846038056474e-14	1.54229467729449	no
B37	L29	2473	124520	123810	1.12631049389183e-231	2.20947408751887	no
B37	L30	2080	124520	130196	1.01247170046206e-49	1.44888303221422	yes
B37	L40	301	124520	47039	2.0005079681326e-06	1.33576870224832	no
B37	L42	151	124520	13505	0.000195261003694264	1.35597360637142	no
B37	L43	160	124520	10580	3.79935489375473e-20	2.49326643847012	no
B37	L53	218	124520	15363	1.07697853282546e-06	1.42014016347681	no
B37	L60	544	124520	54291	4.06119792822103e-12	1.38746176232108	no
B37	L63	127	124520	14334	0.000177161604098587	1.39805348441228	no
B37	L65	483	124520	31159	1.32616153463278e-09	1.35025583111791	no
B37	L70	633	124520	77006	1.52305506995522e-12	1.36323771971376	no
B37	L73	417	124520	28504	1.72949297506253e-12	1.46643177872702	yes
B37	L82	436	124520	41043	3.14092651895249e-12	1.44632369780424	no
B37	L84	116	124520	9722	0.00185886062957951	1.31721903766018	no
B37	L85	240	124520	27148	2.33260163330543e-05	1.32698595203511	no
B37	L98	152	124520	18244	2.54468623314332e-05	1.42449831388605	no
B37	M35	160	124520	14146	9.0410945958605e-10	1.75432019432231	no
B37	M53	179	124520	11076	5.11283233930118e-05	1.36367175249289	no
B37	M62	1426	124520	127432	5.80304479790934e-20	1.31104440259688	no
B37	N12	116	124520	8452	0.000216496291492552	1.41228804454378	no
B37	N30	1986	124520	156257	1.03808157262626e-78	1.63036709165386	no
B37	N39	4714	124520	307847	3.92731315469412e-124	1.49157539027308	no
B37	N47	105	124520	38862	2.85098646359138e-06	1.66717649222292	no
B37	N48	162	124520	24184	2.44951357510469e-25	2.84874973284907	no
B37	N61	254	124520	12306	2.98805006622138e-10	1.55189075145222	yes
B37	N64	1599	124520	82033	9.4837735817226e-54	1.55843854086969	no
B37	N75	138	124520	8535	0.000192213143483244	1.37561020547082	no
B37	N76	2565	124520	92961	0	2.77232289800054	no
B37	N81	271	124520	33743	1.76545688671575e-05	1.31170086301147	no
B37	N87	516	124520	26745	4.03418187348729e-21	1.60697710885429	no
B37	N89	1107	124520	27821	5.18037579238849e-190	3.10159432506669	yes
B37	N90	110	124520	5953	1.29534445614244e-12	2.34315142359068	no
B37	N91	1364	124520	73645	2.13734668493166e-33	1.44736184545135	no
B37	N92	1790	124520	108804	5.96650811505798e-31	1.36155087200791	no
B37	N93	224	124520	12683	4.45720387110762e-09	1.54121112826225	no
B37	N94	1068	124520	66795	1.27697273109095e-24	1.42337552396047	no
B37	N95	814	124520	87463	3.32926072413338e-18	1.40601875043376	no
B37	O91	112	124520	5200	0.000576670827876697	1.37659611266648	no
B37	O99	178	124520	7317	3.1618327807028e-05	1.37908264878733	no
B37	R04	350	124520	51637	3.1036241148097e-07	1.33917960394419	no
B37	R06	994	124520	121199	1.1773147615006e-14	1.31175183453008	no
B37	R07	2807	124520	273578	1.54563584636927e-35	1.30431210202144	no
B37	R10	4948	124520	462110	4.89680937496202e-84	1.3734786654481	no
B37	R12	506	124520	45129	6.4691565604561e-12	1.39964362524743	no
B37	R14	514	124520	29849	4.9069111482955e-21	1.60672170009429	yes
B37	R19	164	124520	13537	3.05344059379494e-05	1.39917059896213	no
B37	R25	234	124520	23335	3.53177879339162e-05	1.32181920591695	no
B37	R30	1680	124520	92583	2.89906887310471e-105	1.87664723732933	no
B37	R49	707	124520	67910	1.52183957917898e-10	1.30163370680313	no
B37	R52	987	124520	128735	1.09818770339121e-15	1.32760092341462	no
B37	R53	1950	124520	135814	1.23556899858438e-38	1.39631767626615	yes
B37	R60	532	124520	36784	5.60892883114768e-19	1.54755753859324	yes
B37	R68	154	124520	16032	5.56548711705763e-09	1.7148147772629	no
B37	R69	164	124520	25460	0.000192424201429376	1.34023642073575	no
B37	S05	181	124520	23716	2.10518542142646e-05	1.3872068312462	no
B37	S90	117	124520	18691	0.000272041898211273	1.40000182822543	no
B37	T38	593	124520	36597	1.08844789995051e-24	1.62118256376724	no
B37	T78	1047	124520	94480	7.13893232196444e-16	1.31923110555466	no
B37	T88	224	124520	16894	3.27959889279849e-07	1.4410430911531	no
B49	A63	117	68525	21956	0.000822748902863942	1.35162017674833	no
B49	B07	908	68525	197501	5.41243350795413e-16	1.34939581238976	no
B49	B35	1345	68525	158724	7.83931462113122e-99	1.99239666020803	no
B49	B36	312	68525	34343	1.76962679884987e-45	2.75096989015009	no
B49	B37	794	68525	124520	2.96462261228521e-20	1.4452640343946	no
B49	B99	219	68525	22334	3.48548250274312e-09	1.55627438753582	yes
B49	D72	107	68525	19827	0.00360549421740849	1.30004387277762	no
B49	E55	148	68525	9139	9.24276532031196e-05	1.38659022959465	yes
B49	H00	411	68525	66474	4.81618904598346e-09	1.36819740463691	no
B49	H04	295	68525	54014	1.38286592425634e-05	1.30268165817984	no
B49	H10	1537	68525	279856	3.51691177088671e-24	1.33896911959382	no
B49	H57	458	68525	82297	6.25374612788775e-08	1.31333852111069	no
B49	K02	998	68525	251964	1.92115561089651e-14	1.30906134528906	no
B49	K12	343	68525	52091	2.22130596320516e-08	1.38590175675178	no
B49	K13	132	68525	15168	0.000208190022574975	1.38269215192369	no
B49	K14	101	68525	9633	5.29433941197955e-09	2.03972968277105	no
B49	L01	173	68525	27974	5.08851257893586e-09	1.65329233418217	no
B49	L03	481	68525	64027	1.13094358209057e-13	1.457392653939	no
B49	L20	463	68525	91573	4.39466965218341e-22	1.68069698953171	no
B49	L21	502	68525	80456	9.7113732279866e-22	1.63417749154127	no
B49	L23	240	68525	34970	4.2155660159918e-13	1.71823734308262	no
B49	L25	262	68525	43066	5.00858384510618e-16	1.80317978619989	no
B49	L29	713	68525	123810	5.98002313489695e-17	1.41959403758324	no
B49	L30	1532	68525	130196	6.21069180810239e-85	1.80287902796534	yes
B49	L40	214	68525	47039	7.8877702212558e-11	1.6590721868074	no
B49	L50	686	68525	128369	1.1056834317104e-11	1.33051118960549	no
B49	L53	148	68525	15363	4.31504813344392e-07	1.57830021567908	no
B49	L60	392	68525	54291	3.67709075658547e-16	1.59643709535051	no
B49	L65	202	68525	31159	9.75997226024345e-07	1.4435010205052	no
B49	L81	131	68525	24257	0.000570964440981078	1.34461371367158	no
B49	M67	133	68525	27822	0.00071948838474984	1.33266743573389	no
B49	M72	268	68525	37615	2.70654574598618e-06	1.35289179284782	no
B49	N45	103	68525	18145	0.00145566376117613	1.35061675549331	no
B49	N48	171	68525	24184	1.07287442424081e-07	1.56337686819153	no
B49	N76	519	68525	92961	9.48355423927284e-15	1.46147858406358	no
B49	N89	191	68525	27821	4.80117424601749e-05	1.35240037682982	no
B49	N91	319	68525	73645	1.71087175833696e-06	1.32811441606257	no
B49	R13	118	68525	16303	0.00167891471567882	1.31888981662682	no
B49	R14	251	68525	29849	2.45907013920088e-07	1.41744590125256	no
B49	R21	116	68525	16815	2.554328219171e-07	1.73158538546371	no
B49	R60	285	68525	36784	2.30341596536352e-06	1.34391341132639	no
B49	T38	132	68525	36597	1.41822801804099e-05	1.48899784930625	no
B80	B07	441	14906	197501	1.60054370695739e-07	1.31110191798618	no
B80	B35	167	14906	158724	1.0862111398151e-05	1.4294006316217	no
B80	B37	105	14906	124520	0.00025400578361759	1.43328563691278	no
B80	K59	175	14906	130936	4.62430496132917e-07	1.5123692445179	no
B80	L03	104	14906	64027	0.00276214685017422	1.31833931980074	no
B80	L29	116	14906	123810	4.21412328527576e-07	1.7099263178775	no
B80	N30	116	14906	156257	0.000165082607938758	1.4259699497714	no
B80	N76	180	14906	92961	7.51501097940069e-11	1.76369108000863	no
B80	R04	118	14906	51637	0.000912735040847639	1.34646721134943	no
B80	R30	122	14906	92583	0.00153381372969244	1.31804732715512	no
B82	K52	101	7816	152729	0.00168087449175307	1.34933509466557	no
B82	L30	141	7816	130196	0.000118933486646353	1.39199080225699	yes
B85	R50	166	5807	165349	9.65667861176596e-05	1.36491709213317	no
B86	B35	168	10059	158724	4.49491695289945e-11	1.82816623166919	no
B86	H54	119	10059	118688	1.31950479838085e-05	1.53348735739636	no
B86	K02	228	10059	251964	1.6181286962443e-10	1.61847943152989	no
B86	K04	122	10059	97039	5.21306613173643e-06	1.56561049477235	no
B86	K08	166	10059	122700	7.96504016721845e-07	1.51584079133834	no
B86	L20	110	10059	91573	8.19218053851942e-11	2.16501015852417	no
B86	L29	147	10059	123810	3.53357913654042e-14	2.1720164952761	no
B86	L30	199	10059	130196	9.23610072460088e-08	1.51475161612987	yes
B86	R51	169	10059	179516	0.000228347951019151	1.33168403632026	no
B96	E55	110	33533	9139	5.57897502393633e-10	2.0713474120882	yes
B96	E61	171	33533	32586	0.000178976345351888	1.33529308506323	no
B96	G44	200	33533	62289	2.0671855943424e-05	1.36649684293347	no
B96	H11	157	33533	47871	4.79851922179341e-05	1.39564528596405	no
B96	I84	359	33533	146005	1.31088856399832e-07	1.34925821608295	no
B96	J01	359	33533	119731	3.78973721538584e-07	1.33247724579317	no
B96	K20	118	33533	17676	1.13160646428141e-23	3.41940072007146	no
B96	K21	332	33533	58034	4.83856729753827e-21	1.84549890703393	no
B96	K29	482	33533	147900	9.18038974349943e-36	1.98090259419596	no
B96	K30	408	33533	107713	5.0316178458548e-13	1.49102507322913	no
B96	K44	239	33533	48619	5.84600299691444e-32	2.60408294893878	no
B96	K57	142	33533	49151	2.4674018069601e-07	1.61955673801448	no
B96	K59	305	33533	130936	1.23400271824952e-05	1.3001124638284	no
B96	K76	238	33533	77887	9.3352807406039e-09	1.50421138452766	no
B96	K80	199	33533	76361	2.47547930203164e-09	1.60690453143974	no
B96	M21	115	33533	54893	7.75469020392515e-05	1.46177711257142	no
B96	N20	157	33533	60555	1.86673366720545e-06	1.5041832957847	no
B96	N94	167	33533	66795	0.000232937749057066	1.33130567199766	no
B96	R04	133	33533	51637	0.000389608894092498	1.35696052813158	no
B96	R14	173	33533	29849	5.89595382673806e-11	1.793502388205	no
B96	R30	336	33533	92583	6.67672047479409e-08	1.37382593392452	no
B96	R51	578	33533	179516	9.70501722297668e-16	1.4547593467658	no
B97	N76	230	12804	92961	1.35406361455828e-08	1.51077106844863	no
B97	N87	417	12804	26745	1.40962235983281e-163	11.1588471745665	no
B97	N89	107	12804	27821	1.20533194031839e-05	1.58290419124292	no
