disease1	disease2	number_patients	n_disease1	n_disease2	lfsr	OR	significant_directionality
B34	M43	1961	249674	50989	1.52467768923709e-26	1.309699048376	yes
B34	O20	249	249674	16882	4.77262719553173e-06	1.3621237530757	no
B34	O21	228	249674	13949	1.48159997719115e-05	1.35323690484632	no
B34	R11	2821	249674	138977	1.32688217510122e-40	1.32771715793572	no
B34	R50	2863	249674	165349	7.57481617080674e-43	1.33606136970472	no
B35	A60	104	158724	8144	0.000143203486232453	1.50760406530888	no
B35	B36	371	158724	34343	7.61762219751214e-19	1.72170503279085	no
B35	B49	1475	158724	68525	2.30072411091377e-81	1.79688987648901	yes
B35	B86	224	158724	10059	8.66924516011411e-07	1.43693092481737	yes
B35	D70	203	158724	14996	8.66256034685292e-05	1.32736398792397	no
B35	G25	284	158724	18830	2.38594045024129e-06	1.34774831504753	no
B35	H00	993	158724	66474	1.00190493402547e-15	1.32715654290546	yes
B35	H11	829	158724	47871	1.56932947367601e-16	1.37882928475936	no
B35	L08	106	158724	7077	4.74987619978231e-07	1.81154717619866	no
B35	L20	542	158724	91573	6.08756324734275e-15	1.46389122871577	no
B35	L23	381	158724	34970	4.3597594226672e-07	1.31846512421609	no
B35	L25	386	158724	43066	5.94716087625329e-14	1.55556647692734	no
B35	L28	193	158724	3255	3.2892342127365e-05	1.37034722863017	yes
B35	L29	1532	158724	123810	8.38119819670569e-25	1.34368913029469	no
B35	L30	3748	158724	130196	6.66584177075399e-95	1.47616272642002	yes
B35	L60	1027	158724	54291	3.08754825034035e-74	1.97180477753425	yes
B35	L65	486	158724	31159	1.44187549694001e-12	1.43619894969165	no
B35	L81	352	158724	24257	8.29500800437732e-09	1.40444722671556	no
B35	L84	246	158724	9722	3.1447583526381e-11	1.64323343770757	yes
B35	L98	134	158724	18244	0.000925409479907076	1.32638491733248	no
B35	M20	760	158724	67029	1.80556257333637e-11	1.30646985182085	no
B35	R14	638	158724	29849	3.53025003630157e-10	1.31128382549907	yes
B35	S60	134	158724	21999	0.000925409479907076	1.32638491733248	no
B36	B35	523	34343	158724	1.33539619755218e-17	1.54222286584506	yes
B36	B49	355	34343	68525	1.07005175388652e-22	1.86617397058646	yes
B37	A60	150	124520	8144	3.47758618415152e-11	1.93740354105523	yes
B37	A63	259	124520	21956	4.9208815130091e-11	1.61063463332814	no
B37	B35	1801	124520	158724	9.23065385810025e-38	1.41224891357502	yes
B37	B36	303	124520	34343	1.40907207027099e-08	1.43845009031409	no
B37	B49	1007	124520	68525	2.40906831409821e-34	1.56212186041884	yes
B37	B80	171	124520	14906	1.2018838104518e-13	2.00313108500051	yes
B37	B82	113	124520	7816	9.30496745664416e-06	1.62365179010477	yes
B37	B96	796	124520	33533	6.20715695283624e-15	1.36127202259267	yes
B37	B97	222	124520	12804	0.000118215118340713	1.30038139966775	yes
B37	B99	430	124520	22334	9.83645565133662e-08	1.31832888155973	yes
B37	G40	100	124520	17410	0.00162603463947161	1.36676492989296	no
B37	H36	122	124520	20067	0.000153728837173727	1.44306382618677	no
B37	I84	1182	124520	146005	7.38785980050195e-20	1.34641594360639	no
B37	J31	175	124520	10549	0.000178961250933207	1.33530684500675	yes
B37	K00	113	124520	16530	1.32437344182362e-05	1.60522956995154	no
B37	K10	120	124520	6118	0.000304179286454928	1.41210418388535	no
B37	K11	187	124520	15907	9.89147046104064e-06	1.41937205546618	no
B37	K12	692	124520	52091	3.4326134988625e-32	1.69305057158455	no
B37	K13	333	124520	15168	1.56285271543859e-12	1.56606946948792	yes
B37	K14	219	124520	9633	1.01708768302081e-22	2.27514594787989	yes
B37	K30	1334	124520	107713	1.36751325532852e-21	1.3408577451146	no
B37	K59	1145	124520	130936	5.69711271127202e-22	1.37870959946134	no
B37	K60	411	124520	40809	1.49149119095893e-12	1.48898318253453	no
B37	K62	643	124520	64567	9.01186260156484e-10	1.3006682837359	no
B37	L21	695	124520	80456	2.12120277009512e-16	1.42216196411766	no
B37	L25	309	124520	43066	1.72640957300991e-07	1.38284876872749	no
B37	L29	1776	124520	123810	6.4494494456685e-95	1.78229281327017	no
B37	L30	2724	124520	130196	2.28942110306857e-38	1.32473520463307	yes
B37	L43	128	124520	10580	0.000105390376452084	1.44587804189227	no
B37	L53	253	124520	15363	1.68145371905025e-06	1.38443585405816	yes
B37	L60	560	124520	54291	1.48495779435337e-09	1.32098649052658	no
B37	L65	520	124520	31159	2.23829898971474e-13	1.43800550361939	yes
B37	L71	228	124520	13945	6.01632608065602e-07	1.44132883730411	yes
B37	L73	450	124520	28504	4.11687505548698e-12	1.44641149387081	yes
B37	L84	159	124520	9722	9.23054794663619e-05	1.38458950281925	yes
B37	L98	110	124520	18244	0.00115365181661384	1.36233487565853	no
B37	N30	1417	124520	156257	8.98508258012092e-30	1.40820919913345	no
B37	N48	146	124520	24184	4.120145729863e-11	1.95266363066369	no
B37	N63	666	124520	35231	1.16817910738366e-10	1.3142587985649	yes
B37	N64	1570	124520	82033	6.04610130472073e-38	1.45088499408753	yes
B37	N75	163	124520	8535	0.000342139265594355	1.32650352716148	no
B37	N76	1786	124520	92961	4.17582230274758e-122	1.93919046060662	no
B37	N81	256	124520	33743	4.18927397272291e-05	1.30179277705041	no
B37	N83	351	124520	16489	2.82569273185112e-06	1.30144314288057	yes
B37	N89	1031	124520	27821	2.58500768120264e-120	2.44764467998506	yes
B37	N91	985	124520	73645	1.62190119373026e-14	1.31118303864835	no
B37	N92	1647	124520	108804	4.03263789211106e-26	1.34107987746333	no
B37	N93	225	124520	12683	4.19622698637793e-08	1.5159906082504	no
B37	N94	752	124520	66795	7.69547465711043e-13	1.3351183473338	no
B37	N95	812	124520	87463	1.47451089956347e-15	1.36758346829272	no
B37	R01	187	124520	35192	0.000285409236191377	1.30517979003882	no
B37	R14	598	124520	29849	1.05729812213145e-16	1.4728677944578	yes
B37	R30	1409	124520	92583	2.75961276076753e-46	1.55356394959199	no
B37	R52	532	124520	128735	5.84517186488763e-13	1.42082658636059	no
B37	R68	127	124520	16032	1.74594481074815e-05	1.53744017121014	no
B37	T38	260	124520	36597	1.52052962259093e-05	1.32377977131603	no
B37	T74	141	124520	2918	0.000224803733941515	1.37965079728041	yes
B49	B35	1328	68525	158724	8.48785956722796e-76	1.82082301256143	no
B49	B36	232	68525	34343	9.79837209155747e-20	2.07509740246368	no
B49	B37	797	68525	124520	6.01117433014128e-14	1.34450646741002	no
B49	B86	119	68525	10059	3.05837750249156e-05	1.53777632233467	yes
B49	B99	264	68525	22334	7.54793837679668e-06	1.33784921827586	yes
B49	K14	115	68525	9633	3.61755421875372e-08	1.87521507341345	no
B49	L20	276	68525	91573	3.81042585138946e-07	1.39647601048661	no
B49	L21	398	68525	80456	2.651002440374e-08	1.35512663953509	no
B49	L23	194	68525	34970	2.99559335915515e-05	1.37244566139994	no
B49	L25	161	68525	43066	0.000290600919618523	1.3358465772724	no
B49	L29	664	68525	123810	5.16148361665171e-12	1.34515857898779	no
B49	L30	1667	68525	130196	1.60191408658803e-43	1.47897909219558	yes
B49	L73	241	68525	28504	2.42696050600354e-06	1.38845547145018	no
B80	B07	342	14906	197501	4.51393926700427e-06	1.30071654069392	yes
B80	L21	114	14906	80456	0.000690709630211237	1.3837206774487	no
B80	L29	101	14906	123810	0.00158195326728391	1.36720424277083	no
B80	R30	116	14906	92583	0.00137611340841206	1.3404752906636	no
B86	H10	219	10059	279856	3.34613908799284e-05	1.3435468728634	no
B86	K02	164	10059	251964	8.06652517243602e-05	1.38497571517392	no
B86	L29	109	10059	123810	6.97336962308416e-07	1.7792497729042	no
B86	L30	223	10059	130196	5.622350924679e-06	1.39104494361788	no
B86	R51	177	10059	179516	4.02928185967434e-05	1.39037515391793	no
B96	E55	252	33533	9139	9.77813888407887e-07	1.40024761250904	yes
B96	H93	192	33533	65886	0.000227599976628818	1.30839018557651	no
B96	K21	410	33533	58034	2.44662195351787e-13	1.51687902077178	no
B96	K29	378	33533	147900	6.1756398634423e-12	1.49999145018693	no
B96	K30	373	33533	107713	1.09171128298162e-09	1.42407014715348	no
B96	K44	168	33533	48619	1.70621511819684e-08	1.67288432976504	no
B96	K57	154	33533	49151	0.000161696421907142	1.37103524911575	no
B96	M51	224	33533	94902	5.48601548126781e-05	1.32141258270787	no
B96	R12	148	33533	45129	0.000637512104281566	1.32234567539236	no
B96	R14	180	33533	29849	2.76785490629234e-09	1.69152237768589	no
B97	F17	160	12804	295027	0.000392103802674398	1.32726013095675	no
B99	E11	139	22334	161949	0.00121571072412298	1.30706259478451	no
C18	C78	102	13268	622	2.19246176469831e-38	15.6722059476603	yes
C34	J22	181	3535	144602	9.70075240008413e-09	1.67122613229492	no
C44	L57	732	35086	34156	5.79143843990641e-63	2.12151513856256	no
C50	C79	152	22973	659	1.06865453417841e-54	23.3855450293457	yes
C50	M81	279	22973	75859	8.28560373899414e-24	2.08958696658385	yes
C50	M85	322	22973	59281	1.62068408178544e-18	1.79505735373526	yes
C64	N18	126	3421	86575	1.07588048481473e-13	2.33392488977538	yes
C67	N18	297	10228	86575	2.7625829125822e-06	1.33995286324986	yes
C67	N39	361	10228	307847	3.67155595815363e-07	1.33863803735805	yes
D12	B96	199	31484	33533	2.99648798206449e-06	1.4398039349029	yes
D12	D22	256	31484	137295	3.82841037421389e-05	1.30504908830553	no
D12	E04	120	31484	39321	0.000604384825014504	1.37578835648395	no
D12	I84	389	31484	146005	5.96317257587633e-09	1.3856578184816	no
D12	K57	434	31484	49151	1.46649457075957e-44	2.28846258232727	yes
D12	K63	164	31484	10700	0.000610853810823404	1.3034598359388	yes
D12	N28	119	31484	23765	0.00172639663329635	1.32159190280894	no
D12	R23	125	31484	12165	0.00113150455663573	1.33267459109646	yes
D17	L02	687	75110	95034	2.73034388134149e-12	1.34363549032636	yes
D17	L72	760	75110	82063	1.18390694446104e-32	1.6576260201115	yes
D17	R22	679	75110	80395	9.18904779997239e-16	1.4170193000664	yes
D18	D17	134	19821	75110	0.000299586055547028	1.38163161662159	no
D22	B07	1607	137295	197501	3.65307680744017e-32	1.39730984529101	no
D22	C44	420	137295	35086	2.58256999681676e-20	1.69952344295072	yes
D22	D18	237	137295	19821	1.94853844314681e-09	1.56974457922877	yes
D22	D23	847	137295	71865	5.70993991642033e-23	1.47396294617949	yes
D22	L57	577	137295	34156	5.48655506778646e-24	1.63376843105854	yes
D22	L72	1025	137295	82063	1.94180765580915e-14	1.3027420469829	yes
D22	L81	335	137295	24257	1.13471961689006e-17	1.73945404975806	no
D22	L82	1010	137295	41043	3.90985799895924e-104	2.29828874945122	yes
D22	N60	301	137295	38215	8.6411125438288e-08	1.4038568758837	no
D23	B07	897	71865	197501	6.21283103672174e-41	1.69063658605641	no
D23	D17	470	71865	75110	1.1129380330315e-08	1.33171330979265	no
D23	D18	150	71865	19821	2.30876502788347e-06	1.5539323925205	no
D23	D22	683	71865	137295	6.92947570490986e-19	1.47526938268195	no
D23	H01	249	71865	27816	1.63240851416026e-06	1.38977308001243	yes
D23	K14	101	71865	9633	0.00229060457290928	1.34248104087632	yes
D23	L57	407	71865	34156	3.35994784747369e-08	1.3463764780496	yes
D23	L72	640	71865	82063	2.58706336484646e-13	1.38160682023757	yes
D23	L81	166	71865	24257	9.78168722737964e-06	1.45888957692071	no
D23	L82	706	71865	41043	4.87356985212596e-50	1.95437657435061	yes
D23	M76	258	71865	26109	2.37615323621362e-05	1.31463149744273	yes
D23	R22	658	71865	80395	1.97494762542508e-12	1.35604221206038	yes
D24	D22	296	27483	137295	9.49424353809772e-07	1.3600270280357	yes
D24	D25	186	27483	49189	7.64880093941186e-07	1.50715195113885	no
D24	N63	199	27483	35231	0.000130878302073061	1.31954312462683	no
D25	N83	201	49189	16489	2.74801037918751e-07	1.50812348604872	yes
D25	N84	195	49189	20446	3.14353984734247e-06	1.44425235363583	no
D27	N83	124	17578	16489	1.31300424275918e-15	2.50641663350242	yes
D50	D25	852	138143	49189	2.75481714985818e-69	2.06448901359124	yes
D50	D51	169	138143	9536	6.97233159446762e-19	2.35413030463074	no
D50	D63	186	138143	7487	2.62176578263027e-11	1.79824918912221	yes
D50	D64	1323	138143	74412	2.38511544417599e-34	1.46984397596232	no
D50	D70	215	138143	14996	3.28390347666177e-07	1.47757239131761	yes
D50	E06	160	138143	11916	0.000337703452165172	1.33104745959615	yes
D50	E16	150	138143	5605	1.23181117882243e-09	1.82128832763538	yes
D50	E21	135	138143	6262	0.000655554585513815	1.34102257468015	yes
D50	E53	769	138143	16160	4.32592703215396e-35	1.68538486452964	yes
D50	E61	1788	138143	32586	3.60258548563257e-238	2.64087663401671	yes
D50	E87	414	138143	16091	2.8482738584849e-09	1.37911548589283	yes
D50	G63	118	138143	7334	2.40561137504635e-11	2.16166831793428	no
D50	H36	207	138143	20067	3.06105131947869e-12	1.7864286060974	no
D50	I11	241	138143	24912	1.87389939059407e-05	1.33445733189473	no
D50	I20	152	138143	19459	0.000723847228315582	1.31086087169187	no
D50	I27	116	138143	3935	1.94716754682997e-05	1.57243801639389	yes
D50	I50	793	138143	36940	3.67625196656649e-15	1.36600432072566	yes
D50	K92	248	138143	19912	3.46673446378445e-09	1.53818995264409	no
D50	L97	223	138143	2064	2.65585056426491e-07	1.47064890310193	yes
D50	N17	110	138143	5448	0.000420841127486365	1.42168212254909	yes
D50	N84	333	138143	20446	4.43247156853268e-13	1.5858314506121	yes
D50	N92	1876	138143	108804	1.08850288595663e-64	1.57598745947621	yes
D51	D50	161	9536	138143	4.90505813017807e-05	1.4102511410662	no
D51	E53	211	9536	16160	1.40750815206738e-41	3.45016157794205	yes
D63	I50	167	7487	36940	0.000213329990717916	1.34359587040967	no
D63	L89	118	7487	5327	7.39419791531877e-06	1.6194080827263	yes
D64	D25	209	74412	49189	9.31436767781465e-05	1.31932607390717	no
D64	D47	104	74412	4593	2.83369887441852e-05	1.60479016902738	yes
D64	D50	1212	74412	138143	2.64427239430621e-60	1.74057460148071	no
D64	D51	127	74412	9536	6.33619473657178e-11	2.05387003687442	no
D64	D70	125	74412	14996	7.83080677311477e-08	1.78585776522648	no
D64	E16	125	74412	5605	8.29169365712595e-10	1.96786844875204	yes
D64	E21	135	74412	6262	3.54182175535955e-10	1.93933593226267	yes
D64	E53	589	74412	16160	1.08455454311717e-21	1.58144487854047	yes
D64	E61	637	74412	32586	1.97391407266073e-33	1.75708463312056	yes
D64	E79	450	74412	60075	7.02105279808552e-08	1.31486543980806	no
D64	E87	441	74412	16091	5.28217650391635e-26	1.81697192034842	yes
D64	H36	155	74412	20067	2.08135430117681e-05	1.45307388421195	no
D64	I34	207	74412	21330	0.000185005633534202	1.30021718253168	no
D64	I50	758	74412	36940	4.44162225411813e-13	1.33878445136364	no
D64	K92	209	74412	19912	3.96449351048267e-10	1.66550587806181	no
D64	L89	480	74412	5327	1.68582347900039e-08	1.32191396531088	yes
D64	L97	248	74412	2064	3.4372340170415e-10	1.58963397787183	yes
D64	N03	135	74412	3157	0.000240894933376775	1.38880046350643	yes
D64	N18	1411	74412	86575	3.4564890935695e-23	1.34719239114195	no
D64	R15	284	74412	10992	8.62015507867607e-07	1.37073623329824	yes
D64	R80	231	74412	18257	4.92534836270028e-07	1.44282338780137	no
D64	S72	388	74412	19233	8.12233105779787e-09	1.37980900272903	yes
D70	E55	127	14996	9139	0.00101280062515847	1.33554504165979	yes
D70	R00	135	14996	72399	0.00100923458959676	1.32221529741619	yes
D72	E55	136	19827	9139	4.98842367179449e-09	1.8403625973507	yes
D72	R79	101	19827	33351	0.00136911685077526	1.37608262164026	no
E03	E06	267	122667	11916	1.21465280146489e-70	4.60950820823683	yes
E03	E21	150	122667	6262	0.000230209476387463	1.3622088416058	yes
E03	E28	157	122667	16632	3.71104161701862e-05	1.42515697735911	no
E03	E53	605	122667	16160	3.62769406616285e-12	1.36856260871679	yes
E04	E05	141	39321	20997	1.03777880116634e-18	2.588146097327	no
E04	E89	225	39321	6450	1.38493817194065e-86	17.7683067711193	yes
E04	M35	100	39321	14146	0.00129185917191448	1.38205544096492	yes
E05	E03	334	20997	122667	1.29093800615441e-37	2.39460422658846	yes
E05	E04	148	20997	39321	7.80584019402811e-22	2.76919049504456	no
E05	E89	158	20997	6450	4.67217335917468e-60	17.8070642757959	yes
E06	E03	200	11916	122667	4.30339522680514e-22	2.35781226696446	no
E11	D50	1596	161949	138143	2.88627073821858e-33	1.40772753047314	yes
E11	D51	199	161949	9536	3.01689923415187e-05	1.36535440005094	yes
E11	D64	1683	161949	74412	7.54654089759946e-23	1.30797684602019	yes
E11	D72	370	161949	19827	4.00796166418305e-11	1.4763987215975	yes
E11	E16	252	161949	5605	3.37907596821814e-19	1.98136943314326	yes
E11	E66	5976	161949	308555	3.5722912154623e-159	1.49770596403325	yes
E11	E88	108	161949	5031	7.60526844808716e-17	2.85462543814166	no
E11	G51	167	161949	14189	2.09244878870934e-05	1.42785844518666	yes
E11	G63	437	161949	7334	2.98000106057075e-85	3.41226478954947	yes
E11	H28	574	161949	9621	7.85722706557277e-145	4.3721927783291	yes
E11	H35	570	161949	21157	4.13727658031987e-15	1.45226290934273	yes
E11	H36	1122	161949	20067	2.0532802487084e-285	4.42293453673134	yes
E11	H40	1233	161949	68820	1.92957568511143e-30	1.45213821789046	yes
E11	I11	659	161949	24912	4.13762687881163e-16	1.43107183643178	yes
E11	I21	469	161949	21459	1.80016272319035e-14	1.49939357854299	yes
E11	I25	701	161949	35234	2.75837946918149e-16	1.41731521250065	yes
E11	I44	1038	161949	33514	2.15480188296281e-15	1.31391606286964	yes
E11	I45	1089	161949	43873	1.29762059088261e-18	1.3478368027894	yes
E11	I63	186	161949	8421	1.17288993349614e-05	1.41516234525985	yes
E11	I73	884	161949	33187	6.28921950194264e-20	1.41601586669458	yes
E11	K76	1501	161949	77887	8.14514936967609e-55	1.59543720568402	yes
E11	N03	264	161949	3157	8.15678260248665e-06	1.33555866210326	yes
E11	N08	144	161949	2637	4.67450482298828e-37	4.4433976258189	yes
E11	N17	203	161949	5448	0.000189359985628123	1.30289010994353	yes
E11	N47	254	161949	38862	1.51468640119336e-22	2.11700430689401	yes
E11	N48	463	161949	24184	9.75328435974823e-17	1.56369585324754	yes
E11	R16	124	161949	5956	7.49041309531738e-05	1.47454501874387	yes
E11	R80	1143	161949	18257	4.0321538745418e-176	2.88213579999125	yes
E21	E55	101	6262	9139	1.11088702548206e-07	1.92784761571334	yes
E30	L70	281	6749	77006	2.43204122494451e-17	1.84935117075028	yes
E53	D50	214	16160	138143	2.24596875308164e-05	1.35906382098569	no
E53	E55	276	16160	9139	7.48598183053814e-23	2.06490889509213	yes
E53	E61	189	16160	32586	9.79966497546101e-26	2.64578012203737	no
E53	R45	134	16160	22270	1.04474215470869e-05	1.54096045017304	no
E61	B96	238	32586	33533	1.67981801698262e-05	1.34120617659614	no
E61	D50	568	32586	138143	8.21271257612142e-60	2.32383413653506	no
E61	D64	268	32586	74412	2.21011797511743e-08	1.47032036564368	no
E61	E53	235	32586	16160	1.28433153205087e-24	2.29242683739106	no
E61	E55	316	32586	9139	8.64910609441129e-19	1.81365354082892	yes
E61	L65	130	32586	31159	0.000749660346760168	1.34412956558102	no
E66	D23	1828	308555	71865	2.78489378466382e-34	1.38128910913343	no
E66	E11	3358	308555	161949	1.19909732245671e-320	2.22424583013482	no
E66	E28	246	308555	16632	2.48719343005501e-06	1.3817241463484	no
E66	E79	1747	308555	60075	3.54308484849593e-103	1.83740896341243	no
E66	E88	147	308555	5031	5.14085203891616e-20	2.62749347736936	no
E66	F50	197	308555	11298	2.19997493785296e-11	1.76786665877259	yes
E66	G47	1917	308555	38888	2.81390753971145e-159	2.08879629118137	yes
E66	G51	258	308555	14189	2.41305865583058e-06	1.37024554120872	no
E66	G56	1910	308555	85888	8.01316896924613e-28	1.32396777890264	no
E66	G63	233	308555	7334	1.12232468622281e-05	1.35567519097447	no
E66	H28	261	308555	9621	8.39795311652041e-09	1.49882724063124	no
E66	H36	486	308555	20067	8.47119627792304e-13	1.44215912887354	no
E66	H62	274	308555	5437	2.82499118385825e-06	1.35198926922019	yes
E66	I10	4240	308555	377083	3.30820140472575e-66	1.34903561752744	no
E66	I11	693	308555	24912	1.40071026414895e-24	1.56822324687922	no
E66	I26	227	308555	6275	9.2083856184632e-07	1.4309306203139	no
E66	I27	205	308555	3935	2.96323339861213e-06	1.42917947285475	yes
E66	I48	1816	308555	57229	3.59375205294387e-27	1.3287257251856	no
E66	I50	1442	308555	36940	1.92162070361587e-33	1.43520701822367	yes
E66	I87	1635	308555	71233	7.57830285998084e-31	1.38087459995424	no
E66	K42	476	308555	27983	1.45684147705696e-22	1.69213979601649	no
E66	K43	692	308555	8574	2.93717062008366e-25	1.580111571788	yes
E66	K76	2204	308555	77887	3.41356079532066e-108	1.73443287229618	no
E66	K80	1828	308555	76361	1.17224370258961e-43	1.44770137402816	no
E66	L05	235	308555	22326	5.54590972650435e-05	1.31049405610006	no
E66	L68	136	308555	6441	4.00932429755798e-13	2.17396436530517	no
E66	L97	416	308555	2064	2.34841567219138e-08	1.34615588973708	yes
E66	M10	1228	308555	37270	1.25902790927242e-54	1.67907162440225	no
E66	M17	2685	308555	127033	2.74116699394341e-83	1.53755011088095	no
E66	M72	1468	308555	37615	2.93310004367228e-22	1.32731999334735	yes
E66	M76	988	308555	26109	2.11688138698875e-16	1.33738594684835	yes
E66	N91	880	308555	73645	1.88300506307406e-15	1.34718647968141	no
E66	O24	232	308555	18112	9.815903165264e-10	1.59435619173815	no
E66	R06	3784	308555	121199	8.34227920567805e-68	1.37929295412322	yes
E66	R60	2150	308555	36784	1.96275741300749e-46	1.42096412631665	yes
E66	R73	3028	308555	105366	3.80818125003879e-164	1.79115480430094	no
E66	R74	2024	308555	97527	1.71334040802235e-35	1.36645849903556	no
E66	R80	874	308555	18257	1.45447395625447e-44	1.74408878858866	yes
E79	D63	121	60075	7487	9.85661184196085e-05	1.46978825211418	no
E79	E11	858	60075	161949	2.96085530151824e-22	1.46152706019546	no
E79	E21	130	60075	6262	8.67831921026567e-13	2.19343292120566	yes
E79	E66	1988	60075	308555	1.96648494509583e-37	1.38936635982568	yes
E79	G47	432	60075	38888	1.30353298187249e-08	1.34764653613272	yes
E79	I11	253	60075	24912	1.08511143319912e-07	1.45174302517097	no
E79	I70	102	60075	6822	0.0033635555861345	1.31636524452939	no
E79	K76	508	60075	77887	7.99954107600362e-15	1.48323600742696	no
E79	L97	168	60075	2064	9.64774901862679e-06	1.45540830394942	yes
E79	M10	1210	60075	37270	0	4.79130891976936	yes
E79	M13	415	60075	39461	2.26707166107169e-20	1.70858916861443	yes
E79	N03	136	60075	3157	1.54711965484761e-06	1.61530344549168	yes
E79	N18	1431	60075	86575	4.33078606966278e-61	1.66860769041049	no
E79	R73	728	60075	105366	7.71196667084531e-13	1.34300548308281	no
E79	R74	489	60075	97527	2.39456624386675e-12	1.42960311778594	no
E79	R80	299	60075	18257	2.30355454667093e-15	1.72069212247327	yes
E87	E55	189	16091	9139	0.000162924907965411	1.32386886151866	yes
E87	E79	147	16091	60075	0.000139129741364849	1.39133853775515	no
E87	I50	231	16091	36940	1.90559777451136e-07	1.4710229877499	no
E87	R60	258	16091	36784	1.73727067159337e-05	1.32463915558247	no
E87	R80	100	16091	18257	3.84076631885581e-09	2.09907288765238	no
F00	L89	125	4372	5327	4.52134243414408e-18	2.74776384500573	yes
F00	N39	281	4372	307847	3.20655041867791e-06	1.3565877562239	no
F00	R15	106	4372	10992	8.31406551723132e-23	3.70687198742537	yes
F00	R45	126	4372	22270	2.93559594533264e-23	3.26573830516014	yes
F01	L89	171	5258	5327	2.78996749746249e-20	2.45721781164345	yes
F01	N39	351	5258	307847	1.96301166832436e-07	1.3631503433974	yes
F01	R15	109	5258	10992	1.04048077898777e-16	2.84152073369401	yes
F01	R45	130	5258	22270	2.0673589628318e-14	2.35073049995088	yes
F03	F00	140	17191	4372	2.02111631929604e-08	1.77102258366764	yes
F03	G30	142	17191	16699	8.05864125316263e-17	2.42828283696873	yes
F03	L89	558	17191	5327	1.50907595873263e-78	2.74028508354642	yes
F03	R13	268	17191	16303	8.76733117052709e-33	2.49857185923652	yes
F03	R15	324	17191	10992	4.03432366077626e-54	3.0443050157286	yes
F03	R45	404	17191	22270	4.9998720579959e-43	2.33638325020745	yes
F03	R50	241	17191	165349	9.08902373838953e-06	1.35605509221009	yes
F03	S72	273	17191	19233	2.40561186059226e-06	1.35969196037849	yes
F06	E53	119	11022	16160	0.000211704119976012	1.43723476613231	no
F06	F03	125	11022	17191	1.9445715897067e-14	2.39119418915592	no
F06	L89	154	11022	5327	9.82802382748986e-10	1.81790689207434	yes
F06	R13	114	11022	16303	5.76938295424648e-07	1.75981751190836	no
F06	R15	112	11022	10992	1.68164332153182e-18	2.98197466435765	no
F06	R45	142	11022	22270	7.96022986781143e-12	2.0375189080803	yes
F06	S72	108	11022	19233	0.000244181264472212	1.46321645718296	no
F10	E53	208	48648	16160	8.03309452152043e-19	2.13032496867849	yes
F10	E87	120	48648	16091	0.000302473797614695	1.41280484994727	yes
F10	F06	122	48648	11022	2.9927579249878e-06	1.64075679293693	yes
F10	F17	808	48648	295027	8.02291196427108e-17	1.39251280647916	no
