disease1	disease2	number_patients	n_disease1	n_disease2	lfsr	OR	significant_directionality
B37	K59	1226	124520	130936	2.69472430878028e-27	1.41758811410456	no
B37	K60	445	124520	40809	1.15136072132882e-26	1.82312271691438	no
B37	L01	157	124520	27974	6.4721802686823e-06	1.46862717954362	no
B37	L02	967	124520	95034	4.85140755598912e-17	1.35013541530491	no
B37	L20	509	124520	91573	3.62543789671496e-08	1.30029979480117	no
B37	L21	674	124520	80456	2.79143759782729e-13	1.36427720042545	no
B37	L23	395	124520	34970	1.34625526700075e-12	1.48977592137752	no
B37	L25	345	124520	43066	2.07274227116259e-08	1.38547455353179	no
B37	L29	2164	124520	123810	1.04467753114806e-167	2.03688446266087	no
B37	L30	2322	124520	130196	1.24037386916634e-43	1.38614437808648	yes
B37	L43	154	124520	10580	5.45456122009346e-17	2.32103967853576	yes
B37	L53	225	124520	15363	9.79096931196486e-07	1.41645443710239	yes
B37	L60	530	124520	54291	5.97510971813908e-11	1.3651698861618	no
B37	L65	481	124520	31159	8.85253054081464e-09	1.32750189747997	no
B37	L73	416	124520	28504	1.75669697232561e-11	1.43967333445271	yes
B37	L84	131	124520	9722	0.000881086275942888	1.32570629802471	no
B37	L85	253	124520	27148	2.8635903360387e-06	1.36294190193673	no
B37	L98	132	124520	18244	5.46604907774987e-07	1.64336141992462	no
B37	N10	335	124520	22751	3.81721541748737e-07	1.34345195669008	no
B37	N30	1686	124520	156257	4.09940872856996e-55	1.55032945581663	no
B37	N39	4745	124520	307847	1.53242935226337e-97	1.42002561308512	no
B37	N48	154	124520	24184	6.6095734821358e-19	2.45817714355573	no
B37	N64	1599	124520	82033	1.5430975675092e-34	1.41534734467038	no
B37	N75	155	124520	8535	0.000325451943592197	1.33198809184825	no
B37	N76	2229	124520	92961	1.30985617361022e-247	2.39534249320699	no
B37	N83	304	124520	16489	8.92318837414587e-07	1.34792931005809	yes
B37	N87	430	124520	26745	1.20446697066085e-10	1.40584990269975	no
B37	N89	1071	124520	27821	1.00963233286662e-154	2.76311864522554	yes
B37	N91	1205	124520	73645	6.28330663220722e-26	1.40764791247122	no
B37	N92	1751	124520	108804	2.37778922715878e-29	1.35379557323823	no
B37	N93	266	124520	12683	7.96490822930379e-22	2.04293741288686	no
B37	N94	908	124520	66795	8.89737069135133e-21	1.41668395482945	no
B37	N95	787	124520	87463	6.9976835349745e-15	1.36010348158283	no
B37	O06	169	124520	10461	0.000210458856825372	1.33031460740599	no
B37	O91	111	124520	5200	0.00222474896201775	1.31457680799924	no
B37	O92	127	124520	7081	1.27743916804851e-05	1.51960845942695	no
B37	Q66	122	124520	23375	2.3617402974885e-06	1.61796693658022	no
B37	R04	357	124520	51637	3.76325044869113e-07	1.33124171968193	no
B37	R12	525	124520	45129	1.453180537064e-11	1.38248168874641	no
B37	R13	219	124520	16303	5.89892860744892e-06	1.37831772177529	no
B37	R14	496	124520	29849	2.01874076738482e-13	1.44329898621006	yes
B37	R25	259	124520	23335	1.01000522792378e-05	1.33031876052316	no
B37	R30	1568	124520	92583	8.94707840136798e-71	1.68942912114258	no
B37	R52	804	124520	128735	4.64002848293473e-12	1.30723107432548	no
B37	R68	146	124520	16032	1.00855261505774e-10	1.91245655222399	no
B37	R69	112	124520	25460	0.00112999600900491	1.34568928491665	no
B37	T38	449	124520	36597	1.36256316349833e-13	1.47758662098932	no
B37	T74	120	124520	2918	2.51240984567047e-07	1.73519221294943	yes
B49	B35	1370	68525	158724	6.22805013253291e-93	1.93430239049235	no
B49	B36	281	68525	34343	2.51828703571384e-34	2.47778325110249	no
B49	B37	794	68525	124520	4.45543704266127e-18	1.41171537293617	no
B49	B99	227	68525	22334	2.72567571991317e-06	1.38935294390451	no
B49	H10	1523	68525	279856	1.43897673946479e-21	1.31615686744459	no
B49	H57	455	68525	82297	8.92840132871678e-09	1.33861027123098	no
B49	K12	340	68525	52091	3.1249615257254e-06	1.30475650692232	no
B49	K13	147	68525	15168	9.06183391488585e-05	1.39077153406414	no
B49	K59	646	68525	130936	1.73790724165968e-11	1.33734820925818	no
B49	L01	136	68525	27974	0.000362866617062458	1.35471833718952	no
B49	L02	562	68525	95034	9.29765002477635e-11	1.34882299841495	no
B49	L03	492	68525	64027	9.91982377478758e-09	1.32243772518325	no
B49	L20	353	68525	91573	3.8417444263933e-11	1.47865498994972	no
B49	L21	472	68525	80456	3.90690198596363e-15	1.50330884053434	no
B49	L23	203	68525	34970	1.91079980964629e-07	1.49108678074454	no
B49	L25	219	68525	43066	2.02011060169345e-09	1.58090487110625	no
B49	L29	710	68525	123810	2.53124153424156e-14	1.37360520138348	no
B49	L30	1554	68525	130196	1.41194420397983e-59	1.61707928335238	yes
B49	L40	193	68525	47039	1.93296508769681e-07	1.50904200345781	no
B49	L53	128	68525	15363	0.00143989301153711	1.30933561934729	no
B49	L60	380	68525	54291	1.25956145407758e-11	1.47178817465228	no
B49	L65	219	68525	31159	4.5802769648824e-07	1.44345396635102	no
B49	L73	217	68525	28504	7.44838396530105e-06	1.3747667322323	no
B49	L85	172	68525	27148	2.47922459897192e-05	1.39627222071659	no
B49	N48	157	68525	24184	3.44970856981942e-05	1.40899110975027	no
B49	R14	266	68525	29849	4.96995050985301e-07	1.38951212884188	no
B49	R21	118	68525	16815	0.000110633393204659	1.44475033100961	no
B80	B37	102	14906	124520	0.00225178126408702	1.33082529875237	no
B80	K02	396	14906	251964	1.2339933546639e-07	1.33282910817741	no
B80	K04	146	14906	97039	6.02352705479704e-05	1.40987201451839	yes
B80	M62	161	14906	127432	0.000387538825580865	1.32029582153688	yes
B80	N30	109	14906	156257	0.000102233106398119	1.47760888870148	no
B80	N76	136	14906	92961	0.000307663394778203	1.36278362884431	no
B82	H54	115	7816	118688	0.000212329369654401	1.42412348627516	yes
B82	J30	159	7816	210208	8.86185572946931e-05	1.37628108223266	no
B82	R51	162	7816	179516	0.000632266255697428	1.30372209548789	no
B86	B35	143	10059	158724	1.71289682510784e-05	1.46685837312105	no
B86	K02	202	10059	251964	3.45065556452921e-07	1.48139055038927	no
B86	K04	131	10059	97039	5.77747343169874e-05	1.44430003214068	no
B86	K08	174	10059	122700	1.40617164852406e-05	1.41494380970015	no
B86	L29	120	10059	123810	1.6504364488372e-06	1.64904490886538	no
B86	R51	181	10059	179516	0.00019131979327867	1.32325798704242	no
B96	E55	155	33533	9139	3.36589123124604e-08	1.66808558447662	yes
B96	K21	349	33533	58034	2.22274284730442e-18	1.73522995888329	no
B96	K29	445	33533	147900	1.5375163847689e-27	1.84928377195748	no
B96	K30	397	33533	107713	3.01008300380126e-07	1.31650290962477	no
B96	K44	224	33533	48619	2.51689303891424e-24	2.32303069256727	no
B96	K76	218	33533	77887	2.39671447655009e-06	1.40340243119652	no
B96	L21	215	33533	80456	4.278625654618e-05	1.33187736739709	no
B96	N89	126	33533	27821	0.00139708288326042	1.31368676725244	no
B96	N94	154	33533	66795	0.000396512120323924	1.32670854772478	no
B96	R12	157	33533	45129	1.51155870479736e-05	1.43903950507375	no
B96	R14	188	33533	29849	4.10607802956027e-10	1.70250030775789	no
B97	N87	203	12804	26745	1.2033587881856e-61	5.59086870520568	no
B99	B49	204	22334	68525	1.36935213906279e-07	1.50033653876041	no
B99	L02	229	22334	95034	7.78390270912242e-10	1.58706469304187	no
B99	L03	229	22334	64027	4.78252216863787e-15	1.86212642607258	no
B99	L72	186	22334	82063	9.43252410060743e-06	1.40734964459401	no
B99	R60	112	22334	36784	0.000843379318363846	1.3607431125912	no
C18	K43	105	13268	8574	7.31463076018403e-26	4.20035852501961	yes
C34	J22	136	3535	144602	5.37712285907805e-05	1.44250702645599	yes
C44	L57	613	35086	34156	1.19801386155806e-48	2.04465342464713	no
C44	L82	347	35086	41043	2.65837718817138e-08	1.38154498656699	no
C44	L85	176	35086	27148	0.000116878903993187	1.341960246678	no
C50	I89	105	22973	3000	9.45268940255834e-39	18.809030232099	yes
C50	M81	438	22973	75859	2.73048367136095e-69	2.92813577932843	yes
C50	M85	387	22973	59281	4.38910931745173e-27	1.93472272839277	yes
C61	F52	198	17969	45461	4.52048530449377e-07	1.47795868611326	yes
C61	K62	246	17969	64567	2.7046318298541e-21	2.09501583315645	yes
C64	N18	162	3421	86575	3.84204223790383e-36	3.86396123823362	yes
C67	J44	156	10228	60201	0.000303859123522557	1.33558638979788	no
C67	N39	373	10228	307847	2.27985239617588e-17	1.6777567604389	yes
D12	B96	146	31484	33533	0.000163953048077234	1.37047216582616	yes
D12	I84	472	31484	146005	1.47697569416455e-21	1.66916824709972	no
D12	K29	316	31484	147900	1.82262285202718e-07	1.37013610414225	no
D12	K44	196	31484	48619	0.000216664253097565	1.3036367594089	yes
D12	K57	439	31484	49151	1.89891780098656e-50	2.41683839853201	yes
D12	M85	202	31484	59281	0.000106798852995014	1.3186218598195	no
D12	N20	189	31484	60555	0.000233785993133756	1.30752745089504	no
D12	N28	155	31484	23765	2.67805384064271e-09	1.75876414986764	yes
D17	K46	141	75110	16433	0.00020553887362404	1.36925776265105	no
D17	L02	645	75110	95034	2.77396781870275e-12	1.35417492815021	no
D17	L72	673	75110	82063	5.84773604020392e-27	1.61419798649371	yes
D17	N84	109	75110	20446	0.00261164631540089	1.3100574793203	no
D18	D17	136	19821	75110	7.94327458193202e-05	1.41792363444166	no
D18	D23	141	19821	71865	0.000103042232742644	1.39758553657388	no
D18	L82	120	19821	41043	0.00186695517598118	1.30979680862263	no
D18	M85	108	19821	59281	0.000194700597847256	1.44577636885833	no
D22	B07	1764	137295	197501	1.14158913120639e-27	1.3389183011415	no
D22	C44	369	137295	35086	4.98748938727832e-19	1.7218429410027	yes
D22	D18	224	137295	19821	6.53483821727631e-10	1.59817738173836	no
D22	D23	803	137295	71865	2.63804168092058e-24	1.50325497383023	no
D22	D24	293	137295	27483	5.81007692162893e-11	1.53653486646913	no
D22	H43	105	137295	8287	0.00144625569173602	1.34697468179428	no
D22	I86	106	137295	13025	0.00015268862160753	1.46393180487468	no
D22	L57	462	137295	34156	2.39446428874378e-21	1.66990526427675	yes
D22	L72	962	137295	82063	2.02168210833626e-18	1.37021189358312	yes
D22	L81	276	137295	24257	8.06330238184915e-09	1.46284486024729	no
D22	L82	820	137295	41043	2.81756977176135e-87	2.32835063605285	yes
D22	N50	165	137295	5877	0.000162896670795057	1.34352544507972	yes
D22	N60	368	137295	38215	1.05935287746796e-14	1.58392726885227	no
D22	N63	488	137295	35231	7.95731500299335e-10	1.3535325146124	yes
D22	N84	183	137295	20446	0.000222931803215082	1.31386114367984	no
D23	B07	888	71865	197501	1.63907053957168e-31	1.56999442211658	no
D23	D17	466	71865	75110	4.05649759916318e-10	1.37215039863731	no
D23	D22	720	71865	137295	1.36906294734716e-23	1.53079068834934	no
D23	D24	128	71865	27483	0.00081261474814627	1.3337008355696	no
D23	H02	110	71865	13376	7.1669476091442e-05	1.4914137368348	no
D23	L57	338	71865	34156	1.71995427938698e-09	1.43153258027633	yes
D23	L72	544	71865	82063	7.7917304957996e-09	1.30725245216692	no
D23	L73	221	71865	28504	2.68065457448464e-05	1.3380756070367	yes
D23	L81	158	71865	24257	0.000396522151625818	1.32154891901516	no
D23	L82	559	71865	41043	1.27166056245024e-38	1.92933021686872	yes
D23	L85	194	71865	27148	0.000111181203536689	1.3242664385122	no
D23	M72	358	71865	37615	2.6678957735876e-07	1.33663854969101	no
D23	M76	203	71865	26109	0.00011320014714977	1.31553648151013	yes
D23	N48	148	71865	24184	0.000261910049487423	1.3493582798382	yes
D23	R22	573	71865	80395	3.56819868537941e-12	1.37756391907851	no
D24	N60	217	27483	38215	2.91192881468567e-18	2.0605023548129	no
D24	N63	191	27483	35231	4.3440880869568e-05	1.35548186250783	no
D24	N84	100	27483	20446	3.19355683861498e-05	1.57991870740266	no
D25	D27	121	49189	17578	4.56583824987087e-08	1.80954250266897	no
D25	D50	743	49189	138143	4.00728220612265e-24	1.52983771624221	no
D25	E04	254	49189	39321	6.52002309724784e-06	1.34438473618198	yes
D25	N60	337	49189	38215	4.39290735147708e-11	1.49231450721634	no
D25	N83	198	49189	16489	1.03798899701026e-11	1.77217668810086	yes
D25	N84	252	49189	20446	8.33078999953273e-18	1.91968982892102	no
D25	N97	143	49189	25626	6.68834250569018e-08	1.68688489921646	no
D25	R31	212	49189	58469	6.62087306099212e-05	1.32258017852004	yes
D27	D25	141	17578	49189	7.50892106087465e-05	1.41037928568757	no
D27	N60	104	17578	38215	0.00218213639794942	1.32851993216303	no
D27	N83	137	17578	16489	7.6620682477312e-25	3.17516245071961	no
D50	C18	138	138143	13268	6.56751364676328e-08	1.70773901675588	no
D50	D25	1089	138143	49189	3.91689748662876e-123	2.40480134267168	yes
D50	D51	217	138143	9536	8.7707041929446e-37	3.03305518501231	yes
D50	D63	189	138143	7487	1.29176093117247e-16	2.09020202456678	yes
D50	D64	1201	138143	74412	6.56640299089194e-33	1.48026637717359	no
D50	D70	214	138143	14996	1.44262631709138e-08	1.5397877919416	yes
D50	E16	113	138143	5605	1.28034109003614e-06	1.69174028760471	no
D50	E21	108	138143	6262	8.69705265695157e-05	1.4877727473574	yes
D50	E53	608	138143	16160	5.26106828090988e-49	2.04987609870508	yes
D50	E61	1569	138143	32586	8.5716440434488e-251	2.95678078591268	yes
D50	E87	358	138143	16091	5.55972388157855e-10	1.43282466601647	yes
D50	H28	104	138143	9621	9.5321113475872e-05	1.4972540440125	no
D50	H36	243	138143	20067	1.41289251448566e-19	2.02328293949831	no
D50	I20	146	138143	19459	0.000432655882674761	1.33311848530239	no
D50	I25	242	138143	35234	2.86163065755575e-05	1.31910498750095	no
D50	I50	685	138143	36940	2.28759967236533e-23	1.54359911112064	no
D50	K22	104	138143	7437	1.00616251329295e-07	1.88146322978488	no
D50	K43	227	138143	8574	2.76110262480114e-05	1.33187802674701	yes
D50	K44	567	138143	48619	9.47964396306682e-16	1.45893996368621	yes
D50	K90	146	138143	8708	2.37127728371038e-12	2.03829274508374	yes
D50	K92	263	138143	19912	5.9632394536409e-17	1.85140168728051	no
D50	L89	223	138143	5327	6.73390960975235e-07	1.42813734218639	yes
D50	L97	115	138143	2064	5.94636638730798e-05	1.48413950344832	yes
D50	N18	1343	138143	86575	4.38575696569336e-26	1.38311501574366	yes
D50	N80	134	138143	10239	0.00129151643427299	1.30586039679505	no
D50	N84	401	138143	20446	1.76336228229777e-27	1.91277767884618	yes
D50	N92	2402	138143	108804	1.09727102952098e-139	1.83466259073981	yes
D50	Q40	258	138143	38656	1.31910455073674e-07	1.42504883449465	no
D50	R15	206	138143	10992	3.4901522033986e-05	1.34491617928639	yes
D50	R58	105	138143	7803	0.00263684245271492	1.31614293987121	no
D50	R80	268	138143	18257	5.54674904221868e-12	1.61993445625279	yes
D51	D50	140	9536	138143	7.37020732582127e-05	1.41468541089541	no
D51	E53	164	9536	16160	1.08386126665331e-37	3.93635932430116	yes
D51	K29	142	9536	147900	2.07558222028819e-11	1.99688327217082	yes
D63	D50	120	7487	138143	0.00108971468583401	1.33596044025657	no
D63	E79	101	7487	60075	7.33102632131222e-06	1.66759814020544	no
D64	B96	309	74412	33533	7.5455173906594e-06	1.30484594486393	yes
D64	D25	244	74412	49189	5.61761145743999e-06	1.35573925228095	no
D64	D50	1211	74412	138143	9.11877713263042e-50	1.64229022444573	no
D64	D51	150	74412	9536	3.29839942198127e-14	2.15112597871445	yes
D64	D63	163	74412	7487	3.68749192083965e-08	1.63677417957658	yes
D64	D70	138	74412	14996	4.11817908323127e-11	1.98875316407594	no
D64	E16	104	74412	5605	6.05736044808542e-08	1.90802629675084	yes
D64	E21	121	74412	6262	4.03450514322369e-11	2.10470720868265	yes
D64	E53	498	74412	16160	3.43805625927222e-42	2.09083642023177	yes
D64	E55	344	74412	9139	1.46077433157461e-06	1.31580335464748	yes
D64	E61	538	74412	32586	5.4447117980832e-26	1.70121883360528	yes
D64	E79	474	74412	60075	8.48819808830668e-10	1.35944430058857	no
